Author,Description,Gener,title
David Michie," 'Wouldn 't it be wonderful if newspapers did more to share stories and insights that were really meaningful? Things that might help people lead more purposeful lives. ' The Queen glanced over at him, uncertainly. 'Tricky business, persuading the media to lift their sights from terror and trivia. Every one of us has tried. ' Pushing myself up so that I was balancing on my rear end, I fixed Kate with a pleading expression. She was a soft touch when it came to scones. There was a pause while the family glanced in my direction. Before Kate said, 'Well, not every family member. 'Rescued from unscrupulous breeders who plan to destroy him because of his floppy ear, when the Queen 's littlest corgi arrives at Windsor Castle, he finds himself in a world of red carpets, gilded chambers - and not a pile of dirty laundry to be seen.Charming his way into the affections of the royal household, Nelson offers a dog 's-eye view of life with the Queen. He eavesdrops on her encounters with celebrities, philanthropists and advisers, catching rare insights into the secrets of a purposeful life. Through one of Her Majesty 's most mysterious advisers, he discovers how the ancient ways and powerful symbols continue to exert a transformative presence. He also becomes familiar with the Queen 's most surprising quality: her gentle but firm expectation that everyone she encounters is striving to be the best that they can be.The Queen 's Corgi bursts with zest, humour and adventure. Romping through the litany of Nelson 's misdemeanours are a warm-heartedness and deep wisdom sure to delight anyone who has known the smiling face and warm tongue of a dog. It is not by chance that you hold this book in your hands.""In the tradition of David Michie's bestselling The Dalai Lama's Cat series, this charming, poignant and humorous novel about a dog's life with the royal family packs a deceptively powerful punch as it offers profound life lessons that will leave the reader transformed at a deeper level.""- Ingrid King, award winning author of Buckley's Story and publisher of The Conscious Cat.""Narrated by a plucky pup of humble beginnings, The Queen's Corgi offer's a delightful dogs-eye-view of the most famous royal residence in the world. A tail-wagging treat!""- Julia Williams, CANIDAE RPO Blog Editor""Delightfully engaging and with an intriguing mystical flavour, this book not only entertains - it also takes us on a fascinating inner journey. David weaves in wise nuggets of wisdom which will make you stop, ponder and want to apply to your own life. Another glorious book from David Michie!""- Tara Taylor, Intuitive Counselor, Motivational Speaker and Hay House Author of Through Indigo's Eyes series.""Readers who fell in love with The Dalai Lama's Cat, the wise and shining feline star of the book series, have new cause for happiness: a charming new""rags to royalty"" book by David Michie featuring a dog as the narrator - and an all-access pass for behind-the-scenes palace life.""- Layla Morgan Wilde, founder and editor of Cat Wisdom.""The Queen 's Corgi captives from first page to last as the adorable puppy escapes death, and is carried into Windsor Castle to begin life as a royal corgi. David Michie 's compelling writing style will keep you turning the pages of this heart-warming book with an understanding of dogs and the mysteries of life. Dog lovers of all ages will fall in love with The Queen 's Corgi. Highly Recommended!""- Darlene Arden, Author of Small Dogs, Big Hearts: A Guide to Caring for your Little Dog.About the AuthorDavid Michie is the internationally best-selling author of 'The Dalai Lama's Cat' series, as well as a number of books about mindfulness, meditation and Buddhism. These include the non-fiction titles 'Why Mindfulness is Better than Chocolate ', 'Hurry Up and Meditate ' and 'Buddhism for Busy People '. His books are available in 25 languages in over 30 different countries.David is a keynote speaker, corporate trainer and coach on mindfulness and meditation. He has extensive experience presenting to a wide variety of different audiences in several different countries.In 2015 he established Mindful Safaris, leading groups to Africa - where he was born and brought up - encouraging people to visit unexplored places, outer and inner, through a combination of daily game viewing trips and mindfulness sessions.David grew up in Zimbabwe, a place teeming with African wildlife, but home was always with his corgi, Tudor, who had an ear that, instead of standing, flopped.http://www.davidmichie.com",Fiction  ,The Queen's Corgi - On Purpose - A Novel
Jeph Loeb,"The Long Halloween is one of the best works that has come out from the collaboration of Joseph Loeb and Tim Sale. The story is set around mobsters being murdered during the Holidays and this volume also sees the major transition in Harvey DentÄôs character, from Gotham cityÄôs district attorney to Two-Face.Summary of the BookTaking place during Batman's early days of crime fighting, this edition of the classic mystery is the story of a killer who murders his prey only on holidays. Batman races against time as he tries to find the notorious Holiday working with Harvey Dent and Lieutenant James Gordon. The story also sees the transformation of Harvey dent into, Two-Face.About Jeph†LoebJeph Loeb is an award-winning comic writer and a famous American film writer and producer. He is a four-time Eisner Award winner and five-time Wizard Fan Awards winner. He has worked on major characters like Hulk, Spider man, Iron Man, Daredevil, and the Avengers, most of it in collaboration with Tim Sale.",Comics & Graphic Novels  ,Batman: The Long Halloween
Dav Pilkey,"When a new bunch of baddies busts up the town, Dog Man is called into action, and this time he isn't alone. With a cute kitten and a remarkable robot by his side, our heroes must save the day by joining forces with an unlikely ally: Petey, the World's Most Evil Cat. But can the villainous Petey avoid vengeance and venture into virtue?",Graphic Novel ,Dog Man - Lord of the Fleas
Om Books,"The 101 series is an exciting collection of stories, facts, folklore and more. The fascinating illustrations are a visual treat and sure to delight the readers.",128,101 Panchatantra Stories HB
Jeff Kinney,"The first activity book from the Diary of a Wimpy Kid franchise, this Do-It-Yourself book encourages readers to exercise their own skills as a master diary writer. Written in the trademark style of the Wimpy Kid books, this activity book combines quizzes, mazes, drawings and comic strips.Summary Of The BookThe Wimpy Kid: Do-It-Yourself Book was designed as a supplementary book to the series, as it does not contain any storyline, but instead endears itself both as an activity book and a personal diary for readers. Designed by the author, Jeff Kinney, it holds the same allure as that of the Wimpy Kid franchise in terms of design and the choice of literature that goes into this colorful and fun do-it-yourself avatar.The book is divided into two sections where the first is completely engrossed in dabbling in all activities that is popular among children. The first section allows readers to develop their reasoning skills through the use of puzzles, personality questions and current affairs quizzes. It also seeks to address the artistic inclination of the reader through a number of drawing exercises.Before the book moves on to the second section, Jeff Kinney has incorporated 16 pages of full color comic strips in between the first and second section. Here the popular characters of ÄúCreighton the CretinÄù and ÄúLilÄô CutieÄù are included with all their lovable eccentricities.The second part of the book is dedicated to the ÄúWhatÄôs Your StoryÄù section, where readers are stimulated into retaining their own journal in the vibrant Wimpy Kid style. The blank pages feature boxes for readers to write, draw and make their own characters and stories. The book contains content from the other books in the franchise. This includes the Zoo-Wee-Mama and The Fart Police comics as created by Greg himself.This activity book is design oriented and therefore works as a great Do-It-Yourself book. The book was published in 2011 by Penguin.About Jeff KinneyJeff Kinney is a popular American author, cartoonist and a game designer. Few of his books include Diary of a Wimpy Kid: The Last Straw, Diary of a Wimpy Kid: The Ugly Truth, Diary of a Wimpy Kid: The Third Wheel, and Diary of a Wimpy Kid: Rodrick Rules.He grew up in Maryland and while attending college created the popular comic strip, Igdoof. He is the creator of the Diary Of A Wimpy Kid series that went on to earn commercial and critical acclaim. It had been on the New York Times ÄúSeries BooksÄù best seller lists for 64 weeks and has sold over 75 million copies in over 30 countries. He is also a game designer and is the creator of the website, Poptropica for children. Three films have been released based on his Diary Of A Wimpy Kid series. He is married to Julie and they live in Massachusetts.",Juvenile Fiction  ,The Wimpy Kid Do -It- Yourself Book
Khushwant Singh,"A vast, erotic, irreverent magnum opus on the city of Delhi. As we accompany the principal narratorÔøΩa bawdy, ageing reprobateÔøΩon his epic journey, we find the city of emperors transformed and immortalized in our minds forever.About the Author""Khushwant Singh was IndiaÔøΩs best-known writer and columnist. He was the founder-editor of Yojana and editor of the Illustrated Weekly of India, the National Herald and Hindustan Times. He is the author of classics such as Train to Pakistan, I Shall Not Hear the Nightingale and Delhi. His latest novel, The Sunset Club, written when he was ninety-five, was published by Penguin Books in 2010. His non-fiction includes the classic two-volume A History of the Sikhs, a number of translations and works on Sikh religion and culture, Delhi, nature, current affairs and Urdu poetry. His autobiography, Truth, Love and a Little Malice, was published by Penguin Books in 2002.Khushwant Singh was a member of Parliament from 1980 to 1986. He was awarded the Padma Bhushan in 1974, but returned the decoration in 1984 in protest against the storming of the Golden Temple in Amritsar by the Indian army. In 2007, he was awarded the Padma Vibhushan.Among the other awards he has received are the Punjab Ratan, the Sulabh International award for the most honest Indian of the year, and honorary doctorates from several universities. He passed away in 2014 at the age of ninety-nine.""",Indian Writing  ,Delhi - A Novel
Elizabeth Rudnick,"Belle dreams of adventures like the ones she reads about in her books-until she becomes the prisoner of a fearsome Beast in a mysterious, enchanted castle. But life in the castle isn't as terrible as Belle imagines and soon she realizes there is more to the Beast than first meets the eye. Experience this tale as old as time about adventure and love, about looking past first appearances, about the inner Beauty and Beast in all of us. Disney Beauty and the Beast Book of the Film is based on the live-action film starring Emma Watson.About the Author -Elizabeth Rudnick Is a debut novelist, a part-time waitress, a full - time writer and a pop-culture aficionado (a fancy way of saying she watches a lot of television and read Way too many gossip magazines and blogs!).",Literature & Fiction  ,Disney - Beauty and the Beast - Book of the Film
Daniel Defoe,"Fleeing From Pirates, Robinson Crusoe Is Swept Ashore In A Storm, With Only A Knife, A Box Of Tobacco, A Pipe And The Will To Survive.. Robinson Crusoe Is The Saga Of A Man Alone: A Man Who. Overcomes Self-Pity And Despair To Reconstruct His Life. In His Journal He Chronicles His Daily Battle To Stay Alive, As He Conquers Isolation, Fashions Shelter And Clothes, First Encounters Another Human Being And Fights Off Cannibals. And Mutineers.. With Robinson Crusoe, Defoe Wrote What Is Regarded. As The First English Novel, And Created One Of The Most Popular And Enduring Myths In Literature. But Above All, It Is A Brilliant Narrative, Depicting CrusoeÄôS Transformation From A Terrified Survivor To The Self-Sufficient Master Of His Island.",Fiction  ,Robinson Crusoe
Priyanka Verma,"They say - smaller the trouble, the better it is. This applies appropriately to PINKI, the five-year-old little girl, who is often seen carrying her pet Kut-Kut, the squirrel. This strip was created by cartoonist Pran in 1978. The series became a tremendous hit in short period. . . Many manufactures have used this character on their children goods to promote the sales. The whole neighbourhood of Pinki is scared of menace of her doings. She wants to help uncle Jhapatji busy painting the furniture. """"If you want to help me, go away!"""" He screams. Other characters in the series are, Champu, Bhiku, Didi, Principal Tasmut, PINKI'S parent and grand parents.""",Comics & Graphic Novels  ,Pinki Aur Muchaad Singh
Yoshinaka Shirley,"Following the Paris opera house disaster, Erik, the charismatic and disfigured man known as the Phantom, settled into a secluded home on the outskirts of London. He resigned himself to a life of solitude, but two years later, fate introduced him to a young woman who reawakened his emotions. Although Mellie was a gifted composer, no one took her work seriously. She recognized Erik's brilliance and was desperate for his help. Drawn to both the man and his talent, she made a bold proposition, and he accepted. Together, they forged a unique partnership that became the talk of London society. But when Erik's past returned to haunt him, he could lose everything he'd gained in his new life - including Mellie. Deception is a tale of loss, healing, and ultimately of love.",Fiction  ,Deception: A Phantom of the Opera Novel
Herge,"The Belgian reporter Tintin involuntarily joins his friends Captain Haddock and Professor Calculus in an adventure in the jungle of San Theodoros. Tintin and the Picaros is the last completed work of Herge.Summary of the BookDespite his instinct telling him not to go, Tintin decides to join Captain Haddock and Professor Calculus as they go to help General Alcazar and his band of guerillas, the Picaros, in the jungle of San Theodoros. Tintin has grown bored with adventures, and he dreams of a calm life at home. However, he must help the General free Bianca Castafiore, her maid Irma, pianist Igor Wagner and Thomson and Thompson who have been imprisoned in the jungle for supposedly attempting to overthrow the dictatorship of General Tapioca. Now, General Alcazar hopes to dethrone his rival yet again and take back control over the region.About HergeGeorges Prosper Remi, better known as Herg√©, was a Belgian cartoonist best known for creating the characters in the Tintin comics series. He completed 23 books in the series and is best remembered for Tintin in Tibet and Prisoners of the Sun.After working for a brief stint at various newspapers, he started serialization of the Tintin stories in 1929. He is considered to have greatly influenced the world of comics, majorly European comics, and was included in the Harvey Award Jack Kirby Hall of Fame and the Eisner Award Hall of Fame as the Judge's choice. The Tintin series has since been adapted into two TV series, one radio series and five full-length movies, including a 2011 hit movie directed by Steven Spielberg.","9781405208239, 1405208236  ",Tintin : Tintin and the Picaros
Stilton Geronimo,"Geronimo Stiltonoot, Geronimo StiltonÄôs ancient ancestor, is in big trouble and is desperate to get out of it. Someone has stolen the grand prize for the annual comedy show, and he is made the main suspect.Summary of the BookThe cavemice are excited about the annual comedy show and are getting ready to show off their talent. There is a grand prize for the funniest mouse in the house. However, trouble starts brewing when the prize gets stolen. Geronimo Stiltonoot is made the main suspect as he said he had a cold and went to bed early. It is very important that he proves his innocence before he is in major trouble.About Geronimo StiltonGeronimo Stilton is the pseudonym of the famous Italian writer Elisabetta Dami. She has written the famous series of books on Geronimo Stilton. She co-owns the Italian based publishing company called Edizioni Piemme. She likes to get all her ideas through her travels to places around the world.",Juvenile Fiction  ,Cavemice
Peirce Lincoln,"This is the 7th novel in the bestselling Big Nate series! And with a new kid to convince that his school's the coolest, Nate's in for another wild ride... Geeky new kid Breckenridge Puffington III has started at P.S. 38, and Principal Nichols wants Nate to be his buddy and show him around the school. But it's hard to make a good impression when the school is one hundred years old and falling apart! Everyone's excited to celebrate the school's centenary and have a big party, but with the ceiling literally crumbling, can Nate convince Breckenridge that his school is still the coolest?",Juvenile Fiction  ,Big Nate Lives It Up
Herge,"The 22nd part of the canonical series, Tintin Flight 714 To Sydney is a graphic comic novel that blends adventure and humor with an interesting plot. The story is about Tintin's plane trip to Sydney and all the things that go wrong on the way. It is considered a unique volume of the franchise due to the inclusion of paranormal influences and science fiction.Summary Of The BookThe Adventures Of Tintin is one of the most famous European comic book series by Herge. Tintin, the hero the tales set in the 20th century, is a Belgian reporter. Originally written in French, all the Tintin comics have been translated into over 70 languages across the world. The series that started in 1929 as a comic strip in a Belgian newspaper's children's supplement, turned out to release 24 stand alone albums owing to Tintin's popularity among children and young adults.In Tintin Flight 714 To Sydney, Tintin's adventure begins when he, along with his friends, Professor Calculus and Captain Haddock, take a plane to Sydney to attend a conference on space exploration. Its during a pit stop in Jakarta that they meet Laszlo Carreidas, an eccentric millionaire and an aircraft industrialist, and innocently accept his offer to continue the rest of their journey in his personal jet.As Tintin's entourage proceeds on the jet ride, they find out about the crew's plan to kidnap Carreidas and also become a part of the venomous hijack. They then meet Rastapopoulos, the evil mastermind behind the plan who keeps them imprisoned in a deserted island prone to volcanic eruptions. The rest of the book is an intriguing journey where Tintin leads his team with the help of a telepathic voice, loses Snowy and comes across many challenges including an earthquake and a volcano.The author keeps intertwined the elements of humor and action without compromising on the art, while the book offers fascinating bits on telepathy and space travel.About HergeHerge was the pen name of Georges Prosper Remi, a Belgian comic writer and cartoonist.Some of his other works include Totor, Quick And Flupke, The Adventures Of Tom And Millie and Mr. Bellum.Herge was born in 1907 in Etterbeek, Brussels. After his initial schooling, he studied at Saint-Boniface, where his affinity for drawing blossomed despite the lack of formal training. His first published work was a strip in his school's Scout Paper in 1922. Herge began his career with Le XXe Si√®cle. Ligne Claire, his exclusive drawing style, and The Adventures Of Tintin have ever since kept him on the list of one of the top cartoonists on 20th century. Several parts of the Tintin series have featured on TV, radio and films. In addition to the Adamson Award, the Light of Truth Award and others, Remi was also inducted in 2003 to the Eisner Award Hall of Fame.",Juvenile Fiction  ,Flight 714 to Sydney
Watterson Bill,"Calvin and Hobbes is unquestionably one of the most popular comic strips of all time. The imaginative world of a boy and his real-only-to-him tiger was first syndicated in 1985 and appeared in more than 2,400 newspapers when Bill Watterson retired on January 1, 1996. The entire body of Calvin and Hobbes cartoons was originally published in hardcover as a truly noteworthy tribute to this singular cartoon in The Complete Calvin and Hobbes. Available for the first time in paperback, these four full-color volumes in a sturdy slipcase include all the Calvin and Hobbes cartoons that ever appeared in syndication. This is the treasure that all Calvin and Hobbes fans seek.About the AuthorBill Watterson is the creator of Calvin and Hobbes, one of the most popular and well-regarded cartoon strips of the twentieth century. Calvin and Hobbes appeared in newspapers from November 1985 until Watterson's retirement in 1996.",Humor  ,The Complete Calvin and Hobbes
Anne Frank,"""Anne Frank's diary needs no introduction. This beautifully written memoir of a young girl caught in the middle of one of the most horrific periods of human history, is a testament to the indestructible human will to persevere and survive in the face of the most adverse of circumstances. Where Anne Frank herself became one of the victims of the Second World War, her words, crowding every available inch of space in her diary, survived to keep her story and her memory alive for the rest of the world through the ages . . . About the AuthorBorn in June 1929, Anne Frank would've probably led a life of obscurity had her diary not been published by her father in 1947. She would have remained a number, a faceless statistic lost in some government file, but, it was not to be so. Anne's diary was, for her, a space to express herself in the most honest and candid of terms. She shied away from writing nothing, revealing all and baring her very soul on the pages of the diary. Anne remained in hiding with seven other people in a sealed-off room concealed behind a wooden bookcase in the upper annex of the building her father worked in, in Amsterdam for two years until they were all caught and transported to different concentration camps. Anne Frank was sent to the Bergen-Belsen camp where she died of typhus, a mere two weeks before the camp was liberated by British troops. She was fifteen-years-old. """,Classics  ,Diary Of a Young Girl
Sir Doyle Arthur Conan,"The Complete Sherlock Holmes is the collection of all 56 stories and 4 novels starring the genius detective Sherlock Holmes and his loyal sidekick Watson by Arthur Conan Doyle.Summary of the BookJames Watson MD, could not have picked a stranger roommate. He didnÄôt think much of Sherlock Holmes at first though, but he was very mistaken. Sherlock Holmes was a consultant detective, one whose opinion Scotland Yard needed time and again. This collection brings readers all the stories, including A Study in Scarlet, The Sign of the Four, The Hound of the Baskervilles, The Valley of Fear, The Adventures of Sherlock Holmes, The Memoirs of Sherlock Holmes, The Return of Sherlock Holmes, His Last Bow, and The Case-Book of Sherlock Holmes. Join Holmes and Watson as they tackle boredom with by solving murders, crimes and mysteries most macabre.About Arthur Conan DoyleSir Arthur Conan Doyle was a Scottish writer and physician best known for his mystery novels and short stories featuring Sherlock Holmes. He is also famous for his Professor Challenger series detailed in: The Lost World, The Poison Belt and The Land of Mist.Doyle studied medicine at the University of Edinburgh. He was knighted in 1902 by King Edward for his services as a volunteer doctor in the Langman Field Hospital at Bloemfontein between March and June 1900.",Fiction  ,The Complete Sherlock Holmes - All 56 Stories & 4 Novels
Riordan Rick,"This graphic novel brings alive Rick RiordanÄôs epic fantasy novel, Percy Jackson and the Lightning Thief, for fans everywhere. Relive the magic of the first book of Percy Jackson and the Olympians now!Summary of the BookPercy Jackson thinks heÄôs an ordinary twelve year old boy. He doesnÄôt know how wrong he is. His mother hasnÄôt told him the truth about his father. The man they live with now is a despicable man, a man his mother tolerates only because he offers some modicum of protection. However, PercyÄôs real father is not an ordinary man. He has a secret job that forces him to stay away from Percy at all times. Percy can never meet him, because he has too many enemies. No, his dad isnÄôt a secret government official: heÄôs a God, the God of the Oceans: Poseidon!About Rick RiordanRick Riordan is an American writer. He is best known for his series Tres Navarre and Percy Jackson and the Olympians.Riordan graduated from the University of Texas. The Percy Jackson series was adapted into two films of a supposedly planned trilogy. The films starred Logan Lerman as the titular character.Series Reading OrderThis is the first issue of the graphic novel adaptation of Rick RiordanÄôs first book. If youÄôre aching for more, go ahead and buy the second issue now! If youÄôre impatient, youÄôll want to buy the novels: Percy Jackson and the Lightning Thief and its sequel: The Sea of Monsters.",Juvenile Fiction  ,Percy Jackson and the Lightning Thief: The Graphic Novel 
Stilton Geronimo,"This time, in the Geronimo Stilton adventure series, Stilton is all set for a new adventure Äì cooking!Summary of the BookIn this title, Geronimo Stilton must learn how to cook. There is going to be a major event called The Super Chef Contest, and the winner is going to be declared the best chef on Mouse Island! But Geronimo is assisting his cousin, Trap, who has resolved to enter the contest. Will Geronimo help Trap win the competition, although cooking is a new art that he needs to master?About Geronimo StiltonGeronimo Stilton, a talking mouse, is a best-selling author living in New Mouse City. He works as a journalist and editor for The RodentÄôs Gazette. Geronimo Stilton was created by Elisabetta Dami and popularized in a series of novels published by Edizioni Piemme of Milan, Italy. Since the characterÄôs conception, many writers have continued the series.",Juvenile Fiction  ,The Super Chef Contest
Pai Anant,"Amar Chitra Katha is certainly considered as one of the best graphic novels developed in India. Varied stories in this History Collection are sure to inculcate thoughts of courage and wisdom in the readersÄô mind.Summary of the BookHistory Collection is a compilation of Amar Chitra KathaÄôs best stories. This book includes 10 titles, namely Hiuen Tsang, Shah Jahan, Raja Raja Chola, Ashoka, Rani Of Jhansi, The Legend Of Lalit Aditya Rana Sanga, Akbar, Bajirao and The Historic City Of Delhi. These stories are of courage and power, thus making the readers understand the importance of courage.About Anant PaiAnant Pai popularly known as Uncle Pai is the pioneer of Indian comics. He the creator of the Amar Chitra Katha Series, the famous Tinkle books and Suppandi comics.",Juvenile Nonfiction  ,History Collection
Wiesner Karen,"Amethyst, WI is a small, peaceful town on a pristine lake with an active tourist season in summer. When the air turns chill, the area is transformed into a ghost town with only a handful of lifers who stay. Populated with colorful characters, Amethyst is bursting with mystery, romance, and jealousy. Come and visit a place where anything is possible all-year-round. Every rose has its thorn...Reece Childs finally has his rose--Lona Rose, that is, and life seems perfect. Reece can't imagine a thorn from his past could destroy his present and future happiness. He'd had no clue that Angelina, his ""port"" in the city he made his most frequent run to when he was a truck driver, was pregnant. Now she's in Amethyst, demanding that he be a father and provider to their son. Even to keep Lona happy, Reece can't turn away from his own son...",Fiction  ,"Rose and Thorn, Book 6, an Adventures in Amethyst Series Novel"
Allison Brennan,"Silence is deadly. The murder of eighteen-year-old Angie Vance was exceptionally vile-her mouth was sealed with glue, an obscenity scrawledwas across her skin, and she was suffocated in a garbage bag. The killing seems personal, so police detective Carina Kincaid focuses her efforts on the victim's much older ex-boyfriend, Steve Thomas. But without physical evidence, Carina can't make a collar or a case. She also can't stop Sheriff Nick Thomas, the prime suspect's brother, from conducting his own unwelcome investigation. Though Nick is still scarred and unsteady from a recent confrontation with a serial killer, he's determined to prove his brother's innocence. But his confidence is shaken when he learns of Steve's dark side, and when a friend of the murdered girl meets a similarly gruesome fate. With no time to lose, Carina and Nick work together to trap a psychopath, before another unlucky woman faces an unspeakable end. Evil has spoken. Now see what it can do.",Fiction  ,Speak No Evil: A Novel
Riordan Rick,"Percy Jackson, who is now a seventh grader, experiences yet another adventure as a demigod in The Sea of Monsters. The book is part of the series of books describing the adventures of Percy Jackson. In this book he need to cross the sea of monsters in order to save his camp from being attacked.Summary of the BookPercy is in his 7th grade at New York prep school campus. What surprises him is that there has been no attack by a monster just as yet. Then one day, when the Percy and his classmates are playing an innocent game of dodge ball, they are attacked by the extremely fierce cannibal giants. He also receives bad news from his friend Annabeth who says that the magical borders of Camp Half Blood has been poisoned by one of their enemies, and if the cure for it is not found then the only safe place for the demigods will be lost. He need to cross the Sea of Monsters if he has to save their land and people.In the meantime, he also discovers a new secret about his family which makes him consider what he must really think of about being the son of the powerful water God Poseidon.About the AuthorRick Riordan is an American author who is best known for writing Percy Jackson and the Olympians series. He graduated from the University of Texas, and taught English and Social Studies at the Presidio High School in San Francisco.",Juvenile Fiction  ,Percy Jackson and the Sea of Monsters 
Foody Amanda,"`Utterly original. Amanda Foody has a wicked imagination.' Stephanie Garber, Sunday Times bestselling author of Caraval Reality is in the eye of the beholder... Even among the many unusual members of the travelling circus that has always been her home sixteen-yea-old Sorina stands apart as the only illusion-worker born in hundreds of years. This rare talent allows her to create illusions that others can see, feel and touch, with personalities all of their own. Her creations are her family, and together they make up the cast of the Festival's Freak Show. But no matter how lifelike they may seem, her illusions are still just that-illusions, and not truly real. Or so she always believed...until one of them is murdered. Now she must unravel the horrifying truth before all her loved ones disappear.",Juvenile Fiction  ,Daughter Of The Burning City - The Dark and Dangerous Tale
SHIVAPRIYA DASH,"Set in Puri, a very famous pilgrim town in eastern India, Bicycle Boys, narrates the lives of five youngsters and their tragic deaths seen through the eyes of a traitor. The characters, caught in the cataclysmic events happening in India in the 1980s &amp; early 90s and in their own desperate personal issues, perish one after another after a murder was committed by them. A murder took place in 1984. The controversial police theory found five friends killed one among themselves over triangular Love. Strangely, those who have seen them long enough remark that the four friends followed their victim, one by one, as if waiting, in a few following years.The story begins sometime in 1980s and ends in early 1990s. As an undercurrent to the story runs the story of India.There are five chapters, five characters &amp; five deaths. The bicycle is a metaphor of socialist, bullock cart, Doordarshan India. The dividing line may be drawn along 1992- the year India opened her socialist eyes to the manufactured wonders of the Wall Street World.",FICTION  ,
Herge,"Herge's classic comic book creation Tintin is one of the most iconic characters in children's books. These highly collectible editions of the original 24 adventures will delight Tintin fans old and new. Perfect for lovers of graphic novels, mysteries and historical adventures.The world's most famous travelling reporter is confused by some very strange goings on involving shattering glass and an packet of cigarettes. But can he solve the mystery in time to protect Professor Calculus?Windows, mirrors and chandeliers are spontaneously shattering and Tintin is left flummoxed. After a shooting and a break in, Tintin knows Calculus is in danger, but he has only one clue - an unusual packet of cigarettes. He has a mystery to solve. But can he do it before a terrible weapon falls into the wrong hands?The Adventures of Tintin are among the best books for readers aged 8 and up.Herge (Georges Remi) was born in Brussels in 1907. Over the course of 54 years he completed over 20 titles in The Adventures of Tintin series, which is now considered to be one of the greatest, if not the greatest, comics series of all time. Have you collected all 24 graphic novel adventures?Tintin in the Land of the SovietsTintin in the CongoTintin in AmericaTintin: Cigars of the PharaohTintin: The Blue LotusTintin: The Broken EarTintin: The Black IslandTintin: King Ottakar's SceptreTintin: The Crab with the Golden ClawsTintin: The Shooting StarTintin: The Secret of the UnicornTintin: Red Rackham's TreasureTintin: The Seven Crystal BallsTintin: Prisoners of the SunTintin: Land of Black GoldTintin: Destination MoonTintin: Explorers of the MoonTintin: The Calculus AffairTintin: The Red Sea SharksTintin in TibetTintin: The Castafiore EmeraldTintin: Flight 714 to SydneyThe Adventures of Tintin and the PicarosTintin and Alph-Art",Juvenile Fiction  ,The Calculus Affair
Burchard Brendon,"What If . . . You Were Handed a Ticket That Could Magically Start Your Life Anew?In what is sure to become a classic, Brendon Burchard has crafted a triumphant tale of personal growth and change that will inspire any reader who has ever wished for a second chance.",Fiction  ,Life's Golden Ticket - An Inspirational Novel
Bernardine Evaristo,"Meet Zuleika: sassy girl about town, hellraiser, bored ex-child-bride in Londinium, AD 211. In the place (and time) to be ...Through the bustling, hustling city, we follow Zuleika, feisty and precocious daughter of Sudanese immigrants. Married off to a rich, fat, absent Roman, she is stranded in luxurious neglect, until, one day the Emperor himself, comes to town, bringing with him not just love - but danger ...Funky and funny, sexy and moving, this novel in verse is a triumph of imaginative writing - and of sheer lyrical and emotional vitality.",Fiction  ,The Emperor's Babe: A Novel
Ishida Sui,"Ghouls live among us, the same as normal people in every way - except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. Unable to discard his humanity but equally unable to suppress his Ghoul hunger, Ken finds salvation in the kindness of friendly Ghouls who teach him how to pass as human and eat flesh humanely. But recent upheavals in Ghoul society attract the police like wolves to prey, and they don't discriminate between conscientious and monstrous Ghouls.",Comics & Graphic Novels  ,"Tokyo Ghoul, Vol. 2"
Galbraith Robert,"'Teems with sly humour, witty asides and intelligence ... A pleasure to read' TIMES ----- Now a major BBC drama: The Strike series When novelist Owen Quine goes missing, his wife calls in private detective Cormoran Strike. At first, she just thinks he has gone off by himself for a few days - as he has done before - and she wants Strike to find him and bring him home. But as Strike investigates, it becomes clear that there is more to Quine's disappearance than his wife realises. The novelist has just completed a manuscript featuring poisonous pen-portraits of almost everyone he knows. If the novel were published it would ruin lives - so there are a lot of people who might want to silence him. And when Quine is found brutally murdered in bizarre circumstances, it becomes a race against time to understand the motivation of a ruthless killer, a killer unlike any he has encountered before . . . A compulsively readable crime novel with twists at every turn, The Silkworm is the second in the highly acclaimed series featuring Cormoran Strike and his determined young assistant Robin Ellacott. *** The latest book in the thrilling Strike series, LETHAL WHITE is out now! *** ----- PRAISE FOR THE STRIKE SERIES: 'One of the most unique and compelling detectives I've come across in years' MARK BILLINGHAM 'The work of a master storyteller' DAILY TELEGRAPH 'Unputdownable. . . Irresistible' SUNDAY TIMES 'Will keep you up all night' OBSERVER 'A thoroughly enjoyable classic' PETER JAMES, SUNDAY EXPRESS",Fiction  ,The Silkworm - A Strike Novel
