Author,Description,Gener,title
,,,
Dumas Alexandre,,"9789380028576, 9380028571  ","The Three Musketeers,  (English, Paperback, Dumas Alexandre)"
,,,
Kusaka Hidenori,"All your favourite Pokemon game characters jump out of the screen into the pages of this action-packed manga! As the battle between Legendary Pokemon Groudon and Kyogre rages on, so does the battle to control the orbs that control them. Then when tragedy strikes, long hidden secrets are revealed, and Ruby comes to a profound realization. Now, what role will Ruby's secret sixth Pokemon play in turning things around?",Juvenile Fiction  ,"Pokemon Adventures (FireRed and LeafGreen), Vol. 23,  (English, Paperback, Kusaka Hidenori)"
,,,
Geoff Johns,"The world’s greatest heroes must join forces to save it from evil, but first they must save it from their own differences. Catch the action in DC Comics’ stunning reboot of the Justice League’s origin story in the New 52 Justice League Volume 1: Origin.Summary of the BookThe world is filled with heroes. They are dark, they are superhuman, they are frightening. Some consider them vigilantes, others think they are gods. One of them even has the blood of gods flowing through her veins. In Gotham City, the vigilante known as Batman pursues a Parademon. Little does he know that the Parademon answers to one of the most powerful beings in the universe: the Lord of Apokolips, Darkseid. The Dark Knight is stopped in between his fight by Green Lantern who joins the reclusive Caped Crusader in his pursuit. The Parademon kills itself in a suicidal attack and leaves an alien construct behind as the only evidence. Batman begins to suspect that the extraterrestrial who has recently gained fame in Metropolis has something to do with it. He decides to go and ask the alien himself. But he doesn’t know that no one messes with the Last Son of Krypton, the Man of Steel himself: Superman. Can Batman, Green Lantern and Superman put aside their differences and work together? Or will they foolishly continue their conflict and render the world defenceless against Darkseid’s attack?About the AuthorsGeoff Johns is an American comic book writer and the Chief Creative Officer at DC Comics. At DC Comics, he is known for Batman #606-607, Batman: Gotham Knights #49, DC Comics Presents: Batman, Blackest Night #0-8, Countdown to Infinite Crisis and Infinite Crisis #1-7 among many other works.Jim Lee is a Korean-American comic book writer and artist. He previously worked for Marvel Comics and rose to fame through the Uncanny X-Men series. He is best recognized for X-Men #1 and for co-creating the once-popular character Omega Red. Lee went on to form Image Comics with several other Marvel artists, producing WildC.A.T.s, which Lee pencilled and co-wrote. Lee moved to DC Comics in 1998 and at DC, he is best associated with his work on Batman: Hush with Jeph Loeb. He also worked with Frank Miller on the new series All Star Batman and Robin, the Boy Wonder.Scott Williams is an American comic book writer and artist. He has also worked with Jim Lee and Frank Miller on All-Star Batman and Robin, the Boy Wonder.Alex Sinclair is an American comic book colourist. He is mainly known for his work on Batman: Hush, Superman, WildC.A.T.s, Divine Right, All-Star Batman and Robin, the Boy Wonder, Infinite Crisis and 52.",Comics & Graphic Novels  ,"Justice League Vol. 1: Origin (The New 52),  (English, Paperback, Geoff Johns)"
,,,
Fernandes Luis,,Juvenile Fiction  ,"Tales of Magic & Fantasy,  (English, Paperback, Fernandes Luis)"
,,,
Herge,"Cigars of the Pharaoh is the fourth graphic novel starring Hergé’s Belgian detective Tintin and his friends.Summary of the BookOn a holiday aboard a cruise ship, Tintin runs into the wealthy film director Rastapopoulos and the eccentric Egyptologist Sophocles Sarcophagus. After a misunderstanding with two policemen named Thomson and Thompson, Tintin leaves the ship with Sarcophagus. The Egyptologist is on a hunt for the undiscovered tomb of the Pharaoh Kih-Oskh. Curious, Tintin joins him in his search. When they find the tomb, they are shocked to discover that it is full of boxes of cigars with strange symbols on them. Before they can do anything, they are gassed and fall unconscious. Soon they discover an intricate plot involving drug smuggling. However, what is the link between the drugs and the Pharaoh’s tomb?About HergéGeorges Prosper Remi, better known as Hergé, was a Belgian cartoonist best known for creating the characters in the Tintin comics series. He completed 23 books in the series and is best remembered for Tintin in Tibet and Prisoners of the Sun.After working for a brief stint at various newspapers, he started serialization of the Tintin stories in 1929. He is considered to have greatly influenced the world of comics, majorly European comics, and was included in the Harvey Award Jack Kirby Hall of Fame and the Eisner Award Hall of Fame as the Judge's choice. The Tintin series has since been adapted into two TV series, one radio series and five full-length movies, including a 2001 hit movie directed by Steven Spielberg.Series Reading OrderThis book follows Tintin in America. Tintin’s adventures continue in The Blue Lotus.",Juvenile Fiction  ,"Cigars of the Pharaoh - Cigars of the Pharaoh,  (English, Paperback, Herge)"
,,,
Parragon Books Ltd,,Juvenile Fiction  ,"Disney Collection - Over 200 Pages of Awesome Disney Fun!,  (English, Hardcover, Parragon Books Ltd)"
,,,
Joe Sacco,"'The blessing of an inherently interpretive medium like comics is that it hasn't allowed me to . . . make a virtue of dispassion. For good or for ill, the comics medium is adamant, and it has forced me to make choices. In my view, that is part of its message' - from the preface by Joe Sacco Over the past decade, Joe Sacco has increasingly turned to short-form com-ics journalism to report from conflict zones around the world. Collected here for the first time, Sacco's darkly funny, revealing reportage confirms his standing as one of the foremost international correspondents working today. Journalism takes readers from the smuggling tunnels of Gaza to war crimes trials in The Hague, from the lives of India's 'untouchables' to the ordeal of sub-Saharan refugees washed up on the shores of Malta. Sacco also confronts the misery and absurdity of the war in Iraq, including the darkest chapter in recent American history - the torture of detainees. Vividly depicting Sacco's own interactions with the people he meets, the stories in this remarkable collection argue for the essential truth in comics reportage, an inevitably subjective journalistic endeavour. Among Sacco's most mature and accomplished work, Journalism demonstrates the power of a great comics artist to chronicle lived experience with a force that often eludes other media.","9780224097321, 0224097326  ","Journalism,  (English, Hardcover, Joe Sacco)"
,,,
unknown,"The book covers novel technologies, including high pressure, antimicrobials, and electromagnetism, and their impact.",Technology & Engineering  ,"Novel Technologies in Food Science,  (English, Hardcover, unknown)"
,,,
Burchard Brendon,"What If . . . You Were Handed a Ticket That Could Magically Start Your Life Anew?In what is sure to become a classic, Brendon Burchard has crafted a triumphant tale of personal growth and change that will inspire any reader who has ever wished for a second chance.",Fiction  ,"Life's Golden Ticket - An Inspirational Novel,  (English, Paperback, Burchard Brendon)"
,,,
Dallas Robert Charles,,Self-Help  ,"Miscellaneous Works and Novels, Vol. 1 of 7 (Classic Reprint),  (English, Hardcover, Dallas Robert Charles)"
,,,
Gosseringer Sigrid,,Performing Arts  ,"Batmans Welt Im Wandel Der Zeit,  (German, Paperback, Gosseringer Sigrid)"
,,,
Kishimoto Masashi,"Naruto is a young shinobi with an incorrigible knack for mischief. He's got a wild sense of humor, but Naruto is completely serious about his mission to be the world's greatest ninja! With Naruto out of commission, Guy steps up to fight against the powerful Madara. Guy is willing to give up his life to defeat Madara, but will that be enough? And can the others save Naruto in time?",Comics & Graphic Novels  ,"Naruto, Vol. 70,  (English, Paperback, Kishimoto Masashi)"
,,,
Parragon Books,,"9781445404684, 1445404680  ","Bedtime Stories and Rhymes - A Collection of Stories and Rhymes,  (English, Hardcover, Parragon Books)"
,,,
Pegasus,,"9788131936863, 8131936864  ","Uncle Tom's Cabin,  (English, Paperback, Pegasus)"
,,,
K. V. Dominic,,"9788172736743, 8172736746  ","Multicultural consciousness in the novels of R.K.Narayan,  (Lithuanian, Hardcover, K. V. Dominic)"
,,,
Dallas Robert Charles,,Self-Help  ,"Miscellaneous Works and Novels, Vol. 1 of 7 (Classic Reprint),  (English, Hardcover, Dallas Robert Charles)"
,,,
unknown,"The book covers novel technologies, including high pressure, antimicrobials, and electromagnetism, and their impact.",Technology & Engineering  ,"Novel Technologies in Food Science,  (English, Hardcover, unknown)"
,,,
Rosenberg Joel C.,,History  ,"The Twelfth Imam - A Novel,  (English, Paperback, Rosenberg Joel C.)"
,,,
unknown,,"9789381810644, 9381810648  ","Coloring and Activity,  (English, Undefined, unknown)"
,,,
unknown,"Development of new-generation vaccines is now more challenging than ever, as identifying, purifying and evaluating vaccine antigens is a complex undertaking. Most importantly, once the relevant antigens have been identified, key focus then shifts to the development of suitable delivery systems and formulations to achieve maximum in vivo potency with minimum potential side effects. These novel formulations-many of which will be nanoparticulates-can deliver the antigens to the desired site, to the relevant antigen presenting cells, and prevent systemic exposure of the immune potentiators. The proposed book will outline all the critical steps that need to be considered for successful development of various types of nanoparticulate delivery systems for vaccine antigens. These contributions from leading experts in the area of vaccine formulation and delivery systems will tie in what is the most current status, including clinical evaluations with these novel vaccine technologies.",Medical  ,"Novel Immune Potentiators and Delivery Technologies for Next Generation Vaccines,  (English, Hardcover, unknown)"
,,,
unknown,"A survey of recent research in the fields of condensed matter physics and chemistry based on novel NMR and ESR techniques. Applications include quantum computing, metal nanoparticles, low dimensional magnets, fullerenes as atomic cages, superconductors, porous media, and laser assisted studies. The book is dedicated to Professor Robert Blinc, on the occasion of his seventieth birthday, in appreciation of his remarkable scientific accomplishments in the NMR of condensed matter.",Science  ,"Novel NMR and EPR Techniques,  (English, Hardcover, unknown)"
,,,
ONE,"Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem-he just can't seem to find an opponent strong enough to take on! To stop a Demon-level crisis, Saitama and company head toward the action. However, even Class S heroes prove to be no match for the Deep Sea King! In order to protect the good citizens, our heroes will need to summon all of their courage and confront this threat!",Comics & Graphic Novels  ,"One-Punch Man, Vol. 5,  (English, Paperback, ONE)"
,,,
Quinn Jason,,"9789381182055, 9381182051  ","World War Two: Against The Rising Sun,  (English, Paperback, Quinn Jason)"
,,,
Dr.Tarana Parveen,,2015,"Black Womanhood in Toni Morrisons Novels,  (Hardcover, Dr.Tarana Parveen)"
,,,
Meyer Marissa,"Don't miss the thrilling final chapter of Marissa Meyer's Lunar Chronicles series.Princess Winter is admired for her grace, kindness and beauty, despite the scars on her face. She's said to be even more breath-taking than her stepmother, Queen Levana...When Winter develops feelings for the handsome palace guard, Jacin, she fears the evil Queen will crush their romance before it has a chance to begin. But there are stirrings against the Queen across the land. Together with the cyborg mechanic, Cinder, and her allies, Winter might even find the power to launch a revolution and win a war that's been raging for far too long.Can Cinder, Scarlet, Cress, and Winter claim their happily ever afters by defeating Levana once and for all?",Juvenile Fiction  ,"Winter (The Lunar Chronicles Book 4),  (English, Paperback, Meyer Marissa)"
,,,
Krishnan Chitra,,Language Arts & Disciplines  ,"Exploring Identity in the Novels of Michael Ondaatje,  (English, Paperback, Krishnan Chitra)"
,,,
Howe,"Mark Twain was an author both drawn to and suspicious of authority, and his novels reflect this tension. Marked by disruptions, repetitions, and contradictions, they exemplify the ideological standoff between the American ideal of individual freedom and the reality of social control. This book provides a fresh look at Twain's major novels such as Life on the Mississippi, Huckleberry Finn, and A Connecticut Yankee in King Arthur's Court. The difficulties in these works are shown to be neither flaws nor failures, but rather intrinsic to both the structure of the American novel and the texture of American culture.","9780521561686, 052156168X  ","Mark Twain and the Novel - The Double-Cross of Authority,  (English, cloth bound, Howe)"
,,,
Herge,"Join the world's most famous travelling reporter in his exciting adventures as he embarks on his most epic journey in the two-part story Destination Moon and Explorers on the Moon, and sets out to rescue his friend the Professor in The Calculus Affair.Destination MoonTintin and Captain Haddock are amazed to find that Professor Calculus is planning a top-secret project from the Sprodj Atomic Research Centre in Syldavia. And before our intrepid hero knows it, the next stop on this adventure is . . . space.Explorers on the MoonFollowing on from the events of Destination Moon, Tintin finds himself in a rocket on a collision course with the moon. And with Snowy the dog, Captain Haddock, Professor Calculus and the Thompson twins aboard, things quickly spiral further and further out of control.The Calculus AffairWindows, mirrors and chandeliers are spontaneously shattering and Tintin is left flummoxed. After a shooting and a break-in, Tintin knows Calculus is in danger, but he has only one clue - an unusual packet of cigarettes. He has a mystery to solve. But can he do it before a terrible weapon falls into the wrong hands?Join the most iconic character in comics as he embarks on an extraordinary adventure spanning historical and political events, and thrilling mysteries.Still selling over 100,000 copies every year in the UK and having been adapted for the silver screen by Steven Spielberg and Peter Jackson in 2011, The Adventures of Tintin continue to charm more than 80 years after they first found their way into publication. Since then an estimated 230 million copies have been sold, proving that comic books have the same power to entertain children and adults in the 21st century as they did in the early 20th.",Juvenile Fiction  ,"The Adventures of Tintin Volume 6,  (English, Hardcover, Herge)"
,,,
Jesse Matz,,"9781405127011, 1405127015  ","The Modern Novel A Short Introduction 01 Edition,  (English, Paperback, Jesse Matz)"
,,,
unknown,"A survey of recent research in the fields of condensed matter physics and chemistry based on novel NMR and ESR techniques. Applications include quantum computing, metal nanoparticles, low dimensional magnets, fullerenes as atomic cages, superconductors, porous media, and laser assisted studies. The book is dedicated to Professor Robert Blinc, on the occasion of his seventieth birthday, in appreciation of his remarkable scientific accomplishments in the NMR of condensed matter.",Science  ,"Novel NMR and EPR Techniques,  (English, Paperback, unknown)"
,,,
unknown,,Juvenile Fiction  ,"Thea Stilton and the Missing Myth,  (English, Paperback, unknown)"
,,,
unknown,,Juvenile Nonfiction  ,"Travellers to India,  (English, Paperback, unknown)"
,,,
Christopher Paolini,"It began with Eragon . . . It ends with Inheritance.Not so very long ago, Eragon - Shadeslayer, Dragon Rider - was nothing more than a poor farm boy, and his dragon, Saphira, only a blue stone in the forest. Now, the fate of an entire civilization rests on their shoulders.Long months of training and battle have brought victories and hope, but they have also brought heartbreaking loss. And still the real battle lies ahead: they must confront Galbatorix. When they do, they will have to be strong enough to defeat him. And if they cannot, no one can. There will be no second chances.The Rider and his dragon have come farther than anyone dared to hope. But can they topple the evil king and restore justice to Alagaesia? And if so, at what cost?Featuring spectacular artwork by cult artist John Jude Palencar, this stunning book brings the bestselling Inheritance cycle to a breathtaking conclusion.About the AuthorChristopher Paolini was educated at home by his parents. His abiding love of fantasy and science fiction inspired him to begin writing his debut novel, Eragon, when he graduated from high school at fifteen. He became a New York Times  bestselling author at nineteen. Christopher lives in Montana, USA, where the dramatic landscape fed his vision of Alagaesia. He is at work on the final volume in the Inheritance trilogy.","9780552560252, 0552560251  ","Inheritance,  (English, Paperback, Christopher Paolini)"
,,,
PEGASUS," Charles Perrault was a French author. His publication of Tales of Mother Goose marked the beginning of a new literary genre, the fairy tale. Perrault continues to mesmerize his readers till today with his engaging stories and amazing style. Here is a","9788131904503, 8131904504  ","LITTLE RED RIDING HOOD,  (English, Paperback, PEGASUS)"
,,,
Associate Professor in the Department of Political Science Rameshthangam P,,Science  ,"Pathogenesis and Novel Herbal Drug for White Spot Syndrome Virus,  (English, Paperback, Associate Professor in the Department of Political Science Rameshthangam P)"
,,,
Groom Nick,"Shakespeare's absolute pre-eminence is simply unparalleled. His plays pack theatres and provide Hollywood with block-buster scripts; his works inspire mountains of scholarship and criticism every year. He has given us many of the very words we speak, and even some of the thoughts we think.Nick Groom and Piero explore how Shakespeare became so famous and influential, and why he is still widely considered the greatest writer ever. They investigate how the Bard has been worshipped at different times and in different places, used and abused to cultural and political ends, and the roots of intense controversies which have surrounded his work.Much more than a biography or a guide to his plays and sonnets, Introducing Shakespeare is a tour through the world of Will and concludes that even after centuries, Shakespeare remains the battlefield on which our very comprehension of humanity is being fought out.",Literary Criticism  ,"Introducing Shakespeare,  (English, Paperback, Groom Nick)"
,,,
Nagar Sachin,,"9789381182222, 9381182221  ","Beatles, The: All Our Yesterdays,  (English, Paperback, Nagar Sachin)"
,,,
Babahan Ilknur,,Science  ,"Synthesis of Novel Oxime, Hydrazone and Thiosemicarbazone Compounds,  (English, Paperback, Babahan Ilknur)"
,,,
unknown,Mit Beitrï¿½gen zahlreicher Fachwissenschaftler.,Computers  ,"Informationsmanagement in Hochschulen,  (German, Hardcover, unknown)"
,,,
George Lambert,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.","9781245049757, 1245049755  ","The power of gold. A novel,  (English, Paperback, George Lambert)"
,,,
MD Walker George,,Language Arts & Disciplines  ,"The Vagabond, a Novel, in Two Volumes ... by George Walker, ... Volume 2 of 2,  (English, Paperback, MD Walker George)"
,,,
Anonymous,,Literary Collections  ,"John and I. [A Novel. by M. B. Edwards.],  (English, Paperback, Anonymous)"
,,,
Anant Pai,,"9788184826685, 8184826680  ","Tinkle Double Digest No. 50,  (English, Paperback, Anant Pai)"
,,,
Trollope Frances Eleanor,,Fiction  ,"That Wild Wheel. [A Novel.] Vol. III,  (English, Paperback, Trollope Frances Eleanor)"
,,,
Jungclaussen Hardwin,"Hardwin Jungclaussen gibt plausible, zum Teil ungewohnliche Anworten auf folgende Fragen: Was ist Informatik? Was ist Information? Wie arbeitet ein Computer? Welche Beziehungen bestehen zwischen Hardware und Sprache? Wo liegen die Grenzen der kunstlichen Intelligenz?",Computers  ,"Kausale Informatik,  (German, Paperback, Jungclaussen Hardwin)"
,,,
Smelt Kevin,,Comics & Graphic Novels  ,"A Tiger's Last Song,  (English, Paperback, Smelt Kevin)"
,,,
Chetwynd Julia Bosville Henry Weyland C,,Literary Collections  ,"The Member's Wife. a Novel.,  (English, Paperback, Chetwynd Julia Bosville Henry Weyland C)"
,,,
Anonymous,,History  ,"The Waverley Novels. 25 Vols.,  (English, Paperback, Anonymous)"
,,,
Casagrande Peter J.,,Literary Criticism  ,"Unity in Hardy's Novels,  (English, Paperback, Casagrande Peter J.)"
,,,
Parragon,"A fun and interactive pop-out book with bright, exciting visuals and a sturdy 3D foam model to make. Build a press-out Lightning McQueen and a grand Cinderella's castle to keep and play with. Easy to follow instructions for each model. 16 pages of Cinderella and Cars facts and a story to read-along with as you build your models.",Children  ,"Disney Princess - Magical Make It! - Enchanting Cinderella Story - Easy to Follow Instructions : Spectacular Castle Model Inside!,  (English, Paperback, Parragon)"
,,,
Lucy Henry William,,History  ,"East by West. [A Novel.],  (English, Paperback, Lucy Henry William)"
,,,
MacFie H. J. H.,"It is critical for the food industry to maintain a current understanding of the factors affecting food choice, acceptance and consumption since these influence all aspects of its activities. This subject has matured in recent years and, for the first time, this book brings together a coherent body of knowledge which draws on the experiences in industrial and academic settings of an international team of authors. Written for food technologists and marketeers, the book is also an essential reference for all those concerned with the economic, social, and psychological aspects of the subject.",Social Science  ,"Food Choice, Acceptance and Consumption,  (English, Paperback, MacFie H. J. H.)"
,,,
Anonymous,,Literary Collections  ,"Forest Keep. [A Novel. by A. King.],  (English, Paperback / softback, Anonymous)"
,,,
Vohra Shalini,,Language Arts & Disciplines  ,"Socio-Cultural Matrix in the Novels of Bhabani Bhattacharya,  (English, Paperback, Vohra Shalini)"
,,,
Smythies Harriet Maria Gordon,,Fiction  ,"Guilty or Not Guilty; A Novel,  (English, Paperback, Smythies Harriet Maria Gordon)"
,,,
Harris Emily Marion,,Literary Collections  ,"Lady Dobbs. [A Novel.],  (English, Paperback / softback, Harris Emily Marion)"
,,,
Monro Theodore Russell,,Fiction  ,"County Versus Counter a Novel, Vol. 3 of 3 (Classic Reprint),  (English, Hardcover, Monro Theodore Russell)"
,,,
Christison Neil,,Literary Collections  ,"Wedded to a Genius. a Novel.,  (English, Paperback, Christison Neil)"
,,,
Kingsley Charles,,Literary Collections  ,"Novels, Poems and Letters of Charles Kingsley, Volume 7,  (English, Paperback / softback, Kingsley Charles)"
,,,
unknown,"This anthology of articles on the Roman novels of Petronius and Apuleius makes available some of the most useful and important articles published in German and Italian as well as English over the last thirty years. The introduction, by the editor, provides a general assessment of all scholarly work written about the texts from the 1900s to the 1990s, setting the papers usefully in context. The articles in this collection which concern the work of Petronius include a general interpretation of a fragmentary and problematic text, exploration of narrative technique, relation to Menippean satire and recently discovered Greek novel papyri, and realism. On Apuleius, the collection includes pieces on narrative and ideological unity, relation to religion and Platonism, exploration of narrative technique, relation to epic and to the Greek ass stories, to folk-tale, and historical realism. A reflection of the period of rapid expansion of scholarly interest in the area of the ancient novel this book combines the best of current international scholarly interpretation.",Literary Criticism  ,"Oxford Readings in the Roman Novel,  (English, Paperback, unknown)"
,,,
Preece J.,"The Baader-Meinhof Group and other violent underground organizations have provided material to many novels by leading German and international writers. This book is the first to examine this rich literary corpus, treating it as a political unconscious which expresses submerged anxieties and moral blind-spots in Europe's most powerful country.",History  ,"Baader-Meinhof and the Novel,  (English, Hardcover, Preece J.)"
,,,
Bernardine Evaristo,"Meet Zuleika: sassy girl about town, hellraiser, bored ex-child-bride in Londinium, AD 211. In the place (and time) to be ...Through the bustling, hustling city, we follow Zuleika, feisty and precocious daughter of Sudanese immigrants. Married off to a rich, fat, absent Roman, she is stranded in luxurious neglect, until, one day the Emperor himself, comes to town, bringing with him not just love - but danger ...Funky and funny, sexy and moving, this novel in verse is a triumph of imaginative writing - and of sheer lyrical and emotional vitality.",Fiction  ,"The Emperor's Babe: A Novel,  (English, Paperback, Bernardine Evaristo)"
,,,
Westall William,,Literary Collections  ,"Birch Dene. a Novel. Vol. III.,  (English, Paperback / softback, Westall William)"
,,,
Turgenev Ivan Sergeevich,,Literary Criticism  ,"The Novels of Ivan Turgenev,  (English, Hardcover, Turgenev Ivan Sergeevich)"
,,,
Chandrakant Kamala,,Juvenile Nonfiction  ,"Rukmini Parinay,  (Hindi, Paperback, Chandrakant Kamala)"
,,,
Riordan Rick,,Juvenile Fiction  ,"The Kane Chronicles, Book Three the Serpent's Shadow,  (English, Hardcover, Riordan Rick)"
,,,
Anonymous,,Literary Collections  ,"Carleton Grange. a Novel. by the Author of ""Abbot's Cleve"" [I.E. Isabella Harwood].,  (English, Paperback / softback, Anonymous)"
,,,
D'Esterre Gwen,,Literary Collections  ,"Fickle Phyllis. [A Novel.] Edited by G. D'Esterre.,  (English, Paperback, D'Esterre Gwen)"
,,,
Wynne D.,"Victorian sensation novels, with their compulsive plots of crime, transgression and mystery, were bestsellers. Deborah Wynne analyses the fascinating relationships between sensation novels and the magazines in which they were serialized. Drawing upon the work of Wilkie Collins, Mary Braddon, Charles Dickens, Ellen Wood, and Charles Reade, and such popular family journals as All The Year Round, The Cornhill, and Once a Week , the author highlights how novels and magazines worked together to engage in the major cultural and social debates of the period.",Literary Criticism  ,"The Sensation Novel and the Victorian Family Magazine,  (English, Hardcover, Wynne D.)"
,,,
unknown,"In the medical, food, and environmental fields there is a continuous demand for inexpensive and sensitive analytical devices that are reliable, rapid, capable of high-throughput screening, and have low cost per test unit. Small and portable biosensor devices are designed to fulfill most of these requirements, and can be used in laboratory and on-site field testing. This volume discusses major issues in optical, acoustic and electrochemical-based biosensors, biochips, sensing recognition elements, and biosensors for medical and environmental applications. The papers presented at the conference represent basic and applied research studies in the fields of diagnostic assays and biosensor development. Novel technologies, such as arrays of sensors using high-density fiber optics to sense labeled or unlabeled oligonucleotides, and patterned arrays of recognition elements, demonstrated the capability of biosensors to analyze multiple analytes.",Science  ,"Novel Approaches in Biosensors and Rapid Diagnostic Assays,  (English, Hardcover, unknown)"
,,,
Blumberg Jane,"Mary Shelley's Early Novels seeks to redress the commonly held view that Mary Shelley was simply another mouthpiece for her husband, Percy Bysshe Shelley. Her most challenging and ambitious novels; Frankenstein, Valperga, and The Last Man, are examined in the light of her intellectual relationship with Percy Shelley. We see the way in which these novels reflect her gradual rejection of his radical tenets in an assertion of her own intellectual and ideological independence.",Fiction  ,"Mary Shelley's Early Novels,  (English, Paperback, Blumberg Jane)"
,,,
Eugène-Melchior Vogüé (vicomte de),,2018,"The Russian Novel,  (Franklin Classics, Hardcover, Eugène-Melchior Vogüé (vicomte de))"
,,,
Dr Foroughi Javad,,Science  ,"Development of Novel Nanostructured Conducting Ppy Fibres,  (English, Paperback, Dr Foroughi Javad)"
,,,
Eliot George,"The Clarendon edition of Adam Bede (1859) is the first critical edition of the work that established George Eliot's reputation. Its extensive textual apparatus lists manuscript and first edition variants from the copy-text, which is the corrected eighth edition of 1861 - her last revision of the book. The introduction locates the genesis of the novel in Eliot's family history, her travels, and her reading of literature and biography, and describes the composition process, including her debate with the publisher John Blackwood about the suitability of the subject-matter for a family audience, as both author and publisher anticipated its appearing initially in Blackwood's Edinburgh Magazine. Using Blackwood's publication ledgers, it also establishes the details of the eleven complete or nearly complete resettings of the novel in Eliot's lifetime; and examines the author's revisions to a manuscript that is popularly, but erroneously, thought to have been little altered, giving detailed attention to the dialect in the context of more than 900 variants between manuscript and first edition.",Fiction  ,"Adam Bede,  (English, Hardcover, Eliot George)"
,,,
Weisser Susan Ostrov,"This text explores the ways in which four British novelists used and transformed the theme of women's relation to sexual love in the 18th and 19th centuries. It analyzes the moment in cultural history when gender roles, sexuality and literature met to become a new ideology.",Literary Criticism  ,"Women and Sexual Love in the British Novel, 1740-1880,  (English, Paperback, Weisser Susan Ostrov)"
,,,
unknown,"Maize is a globally important crop mainly utilized as feed, food and raw material for diverse industrial applications. Among cereals, it occupies third place after rice and wheat and is a staple food for a large segment of population worldwide particularly in the Asian as well as African countries. This monogram discusses various aspects of nutritional quality of maize such as quality protein maize which has been considered as most significant discovery in enhancing nutritional quality of cereals in terms of increasing the concentration of essential amino acids. The biochemistry of starch which is an important industrial product of maize has been discussed in detail. Further, the role of maize oil which is highly regarded for human consumption as it reduces the blood cholesterol concentration has also been elaborated. Naturally, maize is a rich source of carotenoids such as beta-carotene, zeaxanthin, lutein, cryptoxanthin which have highly diverse health benefits ranging from maintaining normal vision to lowering of oxidative stress. The need for biofortification of maize for provitamin A carotenoids and their role in alleviating vision impairments have also been discussed. The effect of various biotic and abiotic stresses particularly carbon dioxide and temperature on quality has been discussed thoroughly. Many value-added products as well as fermented foods that have been produced from maize which is consumed in different forms worldwide are also discussed. The aspects related to the maize application as fodder and as a source of malting have also been covered concisely. Overall, the book provides complete information about various quality aspects of maize. The various stakeholders such as maize researchers, extension specialists, students, teachers as well as farmers will be immensely benefitted from this monogram.",Technology & Engineering  ,"Maize: Nutrition Dynamics and Novel Uses,  (English, Hardcover, unknown)"
,,,
Usha Rani Pasumarthy,,Language Arts & Disciplines  ,"The Novels of Chaman Nahal- A Study,  (English, Paperback, Usha Rani Pasumarthy)"
,,,
Fulwariya Rajkumar,,Comics & Graphic Novels  ,"Aligarh Muslim University,  (English, Book, Fulwariya Rajkumar)"
,,,
James Louis,"This inspiring survey challenges conventional ways of viewing the Victorian novel. This book: provides time maps and overviews of historical and social contexts; considers the relationship between the Victorian novel and historical, religious and bibliographic writing; features short biographies of over forty Victorian authors, including Wilkie Collins, Charles Dickens, George Eliot, and Robert Louis Stevenson; offers close readings of over 30 key texts, among them Charlotte Bront's ""Jane Eyre"" (1847) and Bram Stoker's ""Dracula"" (1897), as well as key presences, such as John Bunyan's ""Pilgrim's Progress"" (Pt 1, 1676, Pt 2, 1684); and, also covers topics such as colonialism, scientific speculation, the psychic and the supernatural, and working class reading.",Literary Criticism  ,"The Victorian Novel,  (English, Hardcover, James Louis)"
,,,
Ohba Tsugumi,"Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Noteto rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life? After a week locked up with no one but Ryuk for company, Light is ready to give up his Death Note and all memories of it. Freed from his past actions, Light is convinced he's innocent. But L is ready to keep Light under lock and key forever, especially since the killings stopped once Light was incarcerated. Then a new wave of Kira crimes hits Japan. Someone else has gotten their hands on a Death Note, and these new deaths aren't focussed on making the world a better place, they're focussed on making money. Big business can be murder, and Kira has gone corporate!",Comics & Graphic Novels  ,"Death Note, Vol. 5,  (English, Paperback, Ohba Tsugumi)"
,,,
unknown,,Juvenile Fiction  ,"Children's Bedtime Treasury - Includes Over 30 Beautifully Illustrated Stories - Sleepy - Time Stories to Share,  (English, Hardcover, unknown)"
,,,
unknown,,Literary Criticism  ,"Postliberalization Indian Novels in English,  (English, Hardcover, unknown)"
,,,
Chekhov Anton,,Fiction  ,"The Complete Short Novels,  (English, Paperback, Chekhov Anton)"
,,,
