Author,Description,Gener,title
MISRA Pravati,"The book aims at an evaluation of the novels of Kamala Markandaya in the perspective of class-consciousness embedded in her fictional narrative. The study attempts to explore the impact of class-consciousness on the attitudes, manners and conditions of living in the context of modern India as it moves from a conservative and traditional social order to a liberal and urbanised socio-economic and cultural ethos. It seeks to explore Markandaya’s concern with the predicament of the individual in a class-ridden society subjected to a process of radical change. An attempt has been made to substantiate the hypothesis that in the process of this change, the self confronts tensions, uncertainties and conflicts that lead to deep psychological and spiritual wounds. The self, with its desires, instincts and dreams, encounters a world of reality governed by social, economic and cultural forces. This encounter leads to a crisis of identity. The self tries to surmount this crisis through resistance or reconciliation, through protest or surrender. In this process of self’s grappling with reality, there is anguish and suffering. This study, in short, is an attempt to exploring the paradox of human condition in terms of conflict between self and society, between free will and necessity.About the AuthorDr. Pravati Misra holds M.Phil. and Ph.D. degrees from the Utkal University, Orissa. She is a Senior Reader in English in the Orissa State Education Service. At present she teaches in Shailabala Women’s College at Cuttack. Her research papers have been widely published inreputed literary journals in India.Table of Contents1. Classes and Attitudes2. Gender Bias and Resistance3. Crisis of Transition4. Markandaya, Class-consciousness and other VoicesWorks CitedSelect BibliographyIndex",Literary Criticism  ,"Class Consciousness in the Novels of Kamala Markandaya,  (English, Hardcover, MISRA Pravati)"
Arthur Golden,"In ""Memoirs of a Geisha,"" we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. Sayuri's story begins in a poor fishing village in 1929, when, as a nine-year-old with unusual blue-gray eyes, she is taken from her home and sold into slavery to a renowned geisha house. Through her eyes, we see the decadent heart of Gion -- the geisha district of Kyoto -- with its marvelous teahouses and theaters, narrow back alleys, ornate temples, and artists' streets. And we witness her transformation as she learns the rigorous arts of the geisha: dance and music; wearing kimono, elaborate makeup and hair; competing with a jealous rival for men's solicitude and the money that goes with it. But as World War II erupts and the geisha houses are forced to close, Sayuri, with little money and even less food, must reinvent herself all over again to find a rare kind of freedom on her own terms. ""Memoirs of a Geisha"" is a book of nuance and vivid metaphor, of memorable characters rendered with humor and pathos. And though the story is rich with detail and a vast knowledge of history, it is the transparent, seductive voice of Sayuri that the reader remembers.",Fiction  ,"Memoirs of a Geisha: A Novel,  (English, Paperback, Arthur Golden)"
William Shakespeare,"William Shakespeare was a phenomenal English poet, playwright, and dramatist. William was born in Stratford-upon-Avon in April 1564, and his birth is traditionally celebrated on April 23. The facts of his life, known from surviving documents, are sparse. He was one of eight children born to John Shakespeare, a merchant of some standing in his community. William probably went to the King's New School in Stratford, but he had no university education. By 1592 Shakespeare had gone to London working as an actor and already known as a playwright. Shakespeare became a principal shareholder and playwright of the successful acting troupe, the Lord Chamberlain's Men. Here many of Shakespeare's plays were performed by the most famous actors of his time. He also wrote poems, including Venus and Adonis and The Rape of Lucrece. He died on April 23 1616, and was buried in Holy Trinity Church, Stratford.","9788190790505, 8190790501  ","As you Like it,  (English, Paperback, William Shakespeare)"
Chilaka Rajiv,"Chhota Bheem: 20-20 Cricket (Volume - 21) by Rajiv Chilaka is the 21st comic book in the Chhota Bheem series. Chhota Bheem tales are set in the fictitious town of Dholakpur, where Chhota Bheem, a boy with special powers is involved in a series of adventures along with his friends. In this particular book, it is Christmas time, and Santa Claus comes to Dholakpur to meet Chhota Bheem and his friends. They escort Santa all around the town as he distributes Christmas gifts to all the children. In a short span of time, Dholakpur has a surprise visitor: a rat, who is the vehicle of Lord Ganesh. The rat is angry with Lord Ganesh, and he comes from heaven to Dholakpur. When the rat gets into danger, it is up to Bheem and Lord Ganesh to rescue him. Later, Raju, a good friend of Chhota Bheem, who is yearning to learn skating gets a trainer who teaches him skates. He also lands in trouble while he is skating. As usual, Chhota Bheem has to do the rescue act.Rajiv Chilaka is the creator of popular cartoon characters such as Chhota Bheem and Krishna. Some of the other books written by him are Chhota Bheem: In Sea World (Vol - 60) and Chhota Bheem: Queen Chutki (Volume - 34) among several others. He is currently the CEO of Green Gold Animation, which makes various animation movies of Krishna and Chhota Bheem.",Juvenile Fiction  ,"Chhota Bheem: v.21,  (English, Paperback, Chilaka Rajiv)"
Kusaka Hidenori,"All your favourite Pokemon game characters jump out of the screen into the pages of this action-packed manga! As the battle between Legendary Pokemon Groudon and Kyogre rages on, so does the battle to control the orbs that control them. Then when tragedy strikes, long hidden secrets are revealed, and Ruby comes to a profound realization. Now, what role will Ruby's secret sixth Pokemon play in turning things around?",Juvenile Fiction  ,"Pokemon Adventures (FireRed and LeafGreen), Vol. 23,  (English, Paperback, Kusaka Hidenori)"
Geoff Johns,"The world’s greatest heroes must join forces to save it from evil, but first they must save it from their own differences. Catch the action in DC Comics’ stunning reboot of the Justice League’s origin story in the New 52 Justice League Volume 1: Origin.Summary of the BookThe world is filled with heroes. They are dark, they are superhuman, they are frightening. Some consider them vigilantes, others think they are gods. One of them even has the blood of gods flowing through her veins. In Gotham City, the vigilante known as Batman pursues a Parademon. Little does he know that the Parademon answers to one of the most powerful beings in the universe: the Lord of Apokolips, Darkseid. The Dark Knight is stopped in between his fight by Green Lantern who joins the reclusive Caped Crusader in his pursuit. The Parademon kills itself in a suicidal attack and leaves an alien construct behind as the only evidence. Batman begins to suspect that the extraterrestrial who has recently gained fame in Metropolis has something to do with it. He decides to go and ask the alien himself. But he doesn’t know that no one messes with the Last Son of Krypton, the Man of Steel himself: Superman. Can Batman, Green Lantern and Superman put aside their differences and work together? Or will they foolishly continue their conflict and render the world defenceless against Darkseid’s attack?About the AuthorsGeoff Johns is an American comic book writer and the Chief Creative Officer at DC Comics. At DC Comics, he is known for Batman #606-607, Batman: Gotham Knights #49, DC Comics Presents: Batman, Blackest Night #0-8, Countdown to Infinite Crisis and Infinite Crisis #1-7 among many other works.Jim Lee is a Korean-American comic book writer and artist. He previously worked for Marvel Comics and rose to fame through the Uncanny X-Men series. He is best recognized for X-Men #1 and for co-creating the once-popular character Omega Red. Lee went on to form Image Comics with several other Marvel artists, producing WildC.A.T.s, which Lee pencilled and co-wrote. Lee moved to DC Comics in 1998 and at DC, he is best associated with his work on Batman: Hush with Jeph Loeb. He also worked with Frank Miller on the new series All Star Batman and Robin, the Boy Wonder.Scott Williams is an American comic book writer and artist. He has also worked with Jim Lee and Frank Miller on All-Star Batman and Robin, the Boy Wonder.Alex Sinclair is an American comic book colourist. He is mainly known for his work on Batman: Hush, Superman, WildC.A.T.s, Divine Right, All-Star Batman and Robin, the Boy Wonder, Infinite Crisis and 52.",Comics & Graphic Novels  ,"Justice League Vol. 1: Origin (The New 52),  (English, Paperback, Geoff Johns)"
Herge,"Cigars of the Pharaoh is the fourth graphic novel starring Hergé’s Belgian detective Tintin and his friends.Summary of the BookOn a holiday aboard a cruise ship, Tintin runs into the wealthy film director Rastapopoulos and the eccentric Egyptologist Sophocles Sarcophagus. After a misunderstanding with two policemen named Thomson and Thompson, Tintin leaves the ship with Sarcophagus. The Egyptologist is on a hunt for the undiscovered tomb of the Pharaoh Kih-Oskh. Curious, Tintin joins him in his search. When they find the tomb, they are shocked to discover that it is full of boxes of cigars with strange symbols on them. Before they can do anything, they are gassed and fall unconscious. Soon they discover an intricate plot involving drug smuggling. However, what is the link between the drugs and the Pharaoh’s tomb?About HergéGeorges Prosper Remi, better known as Hergé, was a Belgian cartoonist best known for creating the characters in the Tintin comics series. He completed 23 books in the series and is best remembered for Tintin in Tibet and Prisoners of the Sun.After working for a brief stint at various newspapers, he started serialization of the Tintin stories in 1929. He is considered to have greatly influenced the world of comics, majorly European comics, and was included in the Harvey Award Jack Kirby Hall of Fame and the Eisner Award Hall of Fame as the Judge's choice. The Tintin series has since been adapted into two TV series, one radio series and five full-length movies, including a 2001 hit movie directed by Steven Spielberg.Series Reading OrderThis book follows Tintin in America. Tintin’s adventures continue in The Blue Lotus.",Juvenile Fiction  ,"Cigars of the Pharaoh - Cigars of the Pharaoh,  (English, Paperback, Herge)"
Joe Sacco,"'The blessing of an inherently interpretive medium like comics is that it hasn't allowed me to . . . make a virtue of dispassion. For good or for ill, the comics medium is adamant, and it has forced me to make choices. In my view, that is part of its message' - from the preface by Joe Sacco Over the past decade, Joe Sacco has increasingly turned to short-form com-ics journalism to report from conflict zones around the world. Collected here for the first time, Sacco's darkly funny, revealing reportage confirms his standing as one of the foremost international correspondents working today. Journalism takes readers from the smuggling tunnels of Gaza to war crimes trials in The Hague, from the lives of India's 'untouchables' to the ordeal of sub-Saharan refugees washed up on the shores of Malta. Sacco also confronts the misery and absurdity of the war in Iraq, including the darkest chapter in recent American history - the torture of detainees. Vividly depicting Sacco's own interactions with the people he meets, the stories in this remarkable collection argue for the essential truth in comics reportage, an inevitably subjective journalistic endeavour. Among Sacco's most mature and accomplished work, Journalism demonstrates the power of a great comics artist to chronicle lived experience with a force that often eludes other media.","9780224097321, 0224097326  ","Journalism,  (English, Hardcover, Joe Sacco)"
Burchard Brendon,"What If . . . You Were Handed a Ticket That Could Magically Start Your Life Anew?In what is sure to become a classic, Brendon Burchard has crafted a triumphant tale of personal growth and change that will inspire any reader who has ever wished for a second chance.",Fiction  ,"Life's Golden Ticket - An Inspirational Novel,  (English, Paperback, Burchard Brendon)"
ONE,"Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem-he just can't seem to find an opponent strong enough to take on! To stop a Demon-level crisis, Saitama and company head toward the action. However, even Class S heroes prove to be no match for the Deep Sea King! In order to protect the good citizens, our heroes will need to summon all of their courage and confront this threat!",Comics & Graphic Novels  ,"One-Punch Man, Vol. 5,  (English, Paperback, ONE)"
Meyer Marissa,"Don't miss the thrilling final chapter of Marissa Meyer's Lunar Chronicles series.Princess Winter is admired for her grace, kindness and beauty, despite the scars on her face. She's said to be even more breath-taking than her stepmother, Queen Levana...When Winter develops feelings for the handsome palace guard, Jacin, she fears the evil Queen will crush their romance before it has a chance to begin. But there are stirrings against the Queen across the land. Together with the cyborg mechanic, Cinder, and her allies, Winter might even find the power to launch a revolution and win a war that's been raging for far too long.Can Cinder, Scarlet, Cress, and Winter claim their happily ever afters by defeating Levana once and for all?",Juvenile Fiction  ,"Winter (The Lunar Chronicles Book 4),  (English, Paperback, Meyer Marissa)"
Howe,"Mark Twain was an author both drawn to and suspicious of authority, and his novels reflect this tension. Marked by disruptions, repetitions, and contradictions, they exemplify the ideological standoff between the American ideal of individual freedom and the reality of social control. This book provides a fresh look at Twain's major novels such as Life on the Mississippi, Huckleberry Finn, and A Connecticut Yankee in King Arthur's Court. The difficulties in these works are shown to be neither flaws nor failures, but rather intrinsic to both the structure of the American novel and the texture of American culture.","9780521561686, 052156168X  ","Mark Twain and the Novel - The Double-Cross of Authority,  (English, cloth bound, Howe)"
Herge,"Join the world's most famous travelling reporter in his exciting adventures as he embarks on his most epic journey in the two-part story Destination Moon and Explorers on the Moon, and sets out to rescue his friend the Professor in The Calculus Affair.Destination MoonTintin and Captain Haddock are amazed to find that Professor Calculus is planning a top-secret project from the Sprodj Atomic Research Centre in Syldavia. And before our intrepid hero knows it, the next stop on this adventure is . . . space.Explorers on the MoonFollowing on from the events of Destination Moon, Tintin finds himself in a rocket on a collision course with the moon. And with Snowy the dog, Captain Haddock, Professor Calculus and the Thompson twins aboard, things quickly spiral further and further out of control.The Calculus AffairWindows, mirrors and chandeliers are spontaneously shattering and Tintin is left flummoxed. After a shooting and a break-in, Tintin knows Calculus is in danger, but he has only one clue - an unusual packet of cigarettes. He has a mystery to solve. But can he do it before a terrible weapon falls into the wrong hands?Join the most iconic character in comics as he embarks on an extraordinary adventure spanning historical and political events, and thrilling mysteries.Still selling over 100,000 copies every year in the UK and having been adapted for the silver screen by Steven Spielberg and Peter Jackson in 2011, The Adventures of Tintin continue to charm more than 80 years after they first found their way into publication. Since then an estimated 230 million copies have been sold, proving that comic books have the same power to entertain children and adults in the 21st century as they did in the early 20th.",Juvenile Fiction  ,"The Adventures of Tintin Volume 6,  (English, Hardcover, Herge)"
Christopher Paolini,"It began with Eragon . . . It ends with Inheritance.Not so very long ago, Eragon - Shadeslayer, Dragon Rider - was nothing more than a poor farm boy, and his dragon, Saphira, only a blue stone in the forest. Now, the fate of an entire civilization rests on their shoulders.Long months of training and battle have brought victories and hope, but they have also brought heartbreaking loss. And still the real battle lies ahead: they must confront Galbatorix. When they do, they will have to be strong enough to defeat him. And if they cannot, no one can. There will be no second chances.The Rider and his dragon have come farther than anyone dared to hope. But can they topple the evil king and restore justice to Alagaesia? And if so, at what cost?Featuring spectacular artwork by cult artist John Jude Palencar, this stunning book brings the bestselling Inheritance cycle to a breathtaking conclusion.About the AuthorChristopher Paolini was educated at home by his parents. His abiding love of fantasy and science fiction inspired him to begin writing his debut novel, Eragon, when he graduated from high school at fifteen. He became a New York Times  bestselling author at nineteen. Christopher lives in Montana, USA, where the dramatic landscape fed his vision of Alagaesia. He is at work on the final volume in the Inheritance trilogy.","9780552560252, 0552560251  ","Inheritance,  (English, Paperback, Christopher Paolini)"
PEGASUS," Charles Perrault was a French author. His publication of Tales of Mother Goose marked the beginning of a new literary genre, the fairy tale. Perrault continues to mesmerize his readers till today with his engaging stories and amazing style. Here is a","9788131904503, 8131904504  ","LITTLE RED RIDING HOOD,  (English, Paperback, PEGASUS)"
Groom Nick,"Shakespeare's absolute pre-eminence is simply unparalleled. His plays pack theatres and provide Hollywood with block-buster scripts; his works inspire mountains of scholarship and criticism every year. He has given us many of the very words we speak, and even some of the thoughts we think.Nick Groom and Piero explore how Shakespeare became so famous and influential, and why he is still widely considered the greatest writer ever. They investigate how the Bard has been worshipped at different times and in different places, used and abused to cultural and political ends, and the roots of intense controversies which have surrounded his work.Much more than a biography or a guide to his plays and sonnets, Introducing Shakespeare is a tour through the world of Will and concludes that even after centuries, Shakespeare remains the battlefield on which our very comprehension of humanity is being fought out.",Literary Criticism  ,"Introducing Shakespeare,  (English, Paperback, Groom Nick)"
George Lambert,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.","9781245049757, 1245049755  ","The power of gold. A novel,  (English, Paperback, George Lambert)"
Jungclaussen Hardwin,"Hardwin Jungclaussen gibt plausible, zum Teil ungewohnliche Anworten auf folgende Fragen: Was ist Informatik? Was ist Information? Wie arbeitet ein Computer? Welche Beziehungen bestehen zwischen Hardware und Sprache? Wo liegen die Grenzen der kunstlichen Intelligenz?",Computers  ,"Kausale Informatik,  (German, Paperback, Jungclaussen Hardwin)"
Parragon,"A fun and interactive pop-out book with bright, exciting visuals and a sturdy 3D foam model to make. Build a press-out Lightning McQueen and a grand Cinderella's castle to keep and play with. Easy to follow instructions for each model. 16 pages of Cinderella and Cars facts and a story to read-along with as you build your models.",Children  ,"Disney Princess - Magical Make It! - Enchanting Cinderella Story - Easy to Follow Instructions : Spectacular Castle Model Inside!,  (English, Paperback, Parragon)"
MacFie H. J. H.,"It is critical for the food industry to maintain a current understanding of the factors affecting food choice, acceptance and consumption since these influence all aspects of its activities. This subject has matured in recent years and, for the first time, this book brings together a coherent body of knowledge which draws on the experiences in industrial and academic settings of an international team of authors. Written for food technologists and marketeers, the book is also an essential reference for all those concerned with the economic, social, and psychological aspects of the subject.",Social Science  ,"Food Choice, Acceptance and Consumption,  (English, Paperback, MacFie H. J. H.)"
Preece J.,"The Baader-Meinhof Group and other violent underground organizations have provided material to many novels by leading German and international writers. This book is the first to examine this rich literary corpus, treating it as a political unconscious which expresses submerged anxieties and moral blind-spots in Europe's most powerful country.",History  ,"Baader-Meinhof and the Novel,  (English, Hardcover, Preece J.)"
Bernardine Evaristo,"Meet Zuleika: sassy girl about town, hellraiser, bored ex-child-bride in Londinium, AD 211. In the place (and time) to be ...Through the bustling, hustling city, we follow Zuleika, feisty and precocious daughter of Sudanese immigrants. Married off to a rich, fat, absent Roman, she is stranded in luxurious neglect, until, one day the Emperor himself, comes to town, bringing with him not just love - but danger ...Funky and funny, sexy and moving, this novel in verse is a triumph of imaginative writing - and of sheer lyrical and emotional vitality.",Fiction  ,"The Emperor's Babe: A Novel,  (English, Paperback, Bernardine Evaristo)"
Wynne D.,"Victorian sensation novels, with their compulsive plots of crime, transgression and mystery, were bestsellers. Deborah Wynne analyses the fascinating relationships between sensation novels and the magazines in which they were serialized. Drawing upon the work of Wilkie Collins, Mary Braddon, Charles Dickens, Ellen Wood, and Charles Reade, and such popular family journals as All The Year Round, The Cornhill, and Once a Week , the author highlights how novels and magazines worked together to engage in the major cultural and social debates of the period.",Literary Criticism  ,"The Sensation Novel and the Victorian Family Magazine,  (English, Hardcover, Wynne D.)"
Blumberg Jane,"Mary Shelley's Early Novels seeks to redress the commonly held view that Mary Shelley was simply another mouthpiece for her husband, Percy Bysshe Shelley. Her most challenging and ambitious novels; Frankenstein, Valperga, and The Last Man, are examined in the light of her intellectual relationship with Percy Shelley. We see the way in which these novels reflect her gradual rejection of his radical tenets in an assertion of her own intellectual and ideological independence.",Fiction  ,"Mary Shelley's Early Novels,  (English, Paperback, Blumberg Jane)"
Eliot George,"The Clarendon edition of Adam Bede (1859) is the first critical edition of the work that established George Eliot's reputation. Its extensive textual apparatus lists manuscript and first edition variants from the copy-text, which is the corrected eighth edition of 1861 - her last revision of the book. The introduction locates the genesis of the novel in Eliot's family history, her travels, and her reading of literature and biography, and describes the composition process, including her debate with the publisher John Blackwood about the suitability of the subject-matter for a family audience, as both author and publisher anticipated its appearing initially in Blackwood's Edinburgh Magazine. Using Blackwood's publication ledgers, it also establishes the details of the eleven complete or nearly complete resettings of the novel in Eliot's lifetime; and examines the author's revisions to a manuscript that is popularly, but erroneously, thought to have been little altered, giving detailed attention to the dialect in the context of more than 900 variants between manuscript and first edition.",Fiction  ,"Adam Bede,  (English, Hardcover, Eliot George)"
Weisser Susan Ostrov,"This text explores the ways in which four British novelists used and transformed the theme of women's relation to sexual love in the 18th and 19th centuries. It analyzes the moment in cultural history when gender roles, sexuality and literature met to become a new ideology.",Literary Criticism  ,"Women and Sexual Love in the British Novel, 1740-1880,  (English, Paperback, Weisser Susan Ostrov)"
James Louis,"This inspiring survey challenges conventional ways of viewing the Victorian novel. This book: provides time maps and overviews of historical and social contexts; considers the relationship between the Victorian novel and historical, religious and bibliographic writing; features short biographies of over forty Victorian authors, including Wilkie Collins, Charles Dickens, George Eliot, and Robert Louis Stevenson; offers close readings of over 30 key texts, among them Charlotte Bront's ""Jane Eyre"" (1847) and Bram Stoker's ""Dracula"" (1897), as well as key presences, such as John Bunyan's ""Pilgrim's Progress"" (Pt 1, 1676, Pt 2, 1684); and, also covers topics such as colonialism, scientific speculation, the psychic and the supernatural, and working class reading.",Literary Criticism  ,"The Victorian Novel,  (English, Hardcover, James Louis)"
Ohba Tsugumi,"Light Yagami is an ace student with great prospects - and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Noteto rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life? After a week locked up with no one but Ryuk for company, Light is ready to give up his Death Note and all memories of it. Freed from his past actions, Light is convinced he's innocent. But L is ready to keep Light under lock and key forever, especially since the killings stopped once Light was incarcerated. Then a new wave of Kira crimes hits Japan. Someone else has gotten their hands on a Death Note, and these new deaths aren't focussed on making the world a better place, they're focussed on making money. Big business can be murder, and Kira has gone corporate!",Comics & Graphic Novels  ,"Death Note, Vol. 5,  (English, Paperback, Ohba Tsugumi)"
Samios Jannis,"The unique behavior of the ""liquid state"", together with the richness of phenomena that are observed, render liquids particularly interesting for the scientific community. Note that the most important reactions in chemical and biological systems take place in solutions and liquid-like environments. Additionally, liquids are utilized for numerous industrial applications. It is for these reasons that the understanding of their properties at the molecular level is of foremost interest in many fields of science and engineering. What can be said with certainty is that both the experimental and theoretical studies of the liquid state have a long and rich history, so that one might suppose this to be essentially a solved problem. It should be emphasized, however, that although, for more than a century, the overall scientific effort has led to a considerable progress, our understanding of the properties of the liquid systems is still incomplete and there is still more to be explored. Basic reason for this is the ""many body"" character of the particle interactions in liquids and the lack of long-range order, which introduce in liquid state theory and existing simulation techniques a number of conceptual and technical problems that require specific approaches. Also, many of the elementary processes that take place in liquids, including molecular translational, rotational and vibrational motions (Trans. -Rot. -Vib. coupling), structural relaxation, energy dissipation and especially chemical changes in reactive systems occur at different and/or extremely short timescales.",Science  ,"Novel Approaches to the Structure and Dynamics of Liquids: Experiments, Theories and Simulations,  (English, Paperback, Samios Jannis)"
Lee Newton,"Disney Stories: Getting to Digital explores how Disney, the man and the company, used technological innovation to create characters and stories that engage audiences in many different media, in particular in Video Games and on the Internet. Drawing on Disney films from the twenties and thirties, as well as the writings of historians, screenwriters and producers, Disney Stories: Getting to Digital explains how new film and animation techniques, many developed by Disney, worked together to evolve character and content development and produce entertaining stories that riveted audiences. Through an insider's perspective of Disney's legendary creation process, the book closely examines how the Disney Company moved its stories into the digital world in the 1990s and the virtual, online communities of the 2000s. By embracing the digital era, Disney led storytelling and technological innovation by granting their audience the unique opportunity to take part in their creation process through their online games, including The Lion King Animated Story Book, Disney Blast and Toontown. Disney Stories: Getting to Digital is intended for Disney fans and current practitioners looking to study the creation process of one of the most famous animation studios in existence. Professors teaching courses in new media, animation and interactive storytelling will also find this book a valuable asset.",Computers  ,"Disney Stories,  (English, Paperback, Lee Newton)"
Caroline Gonda,"It has been argued that the eighteenth century witnessed a decline in paternal authority, and the emergence of more intimate, affectionate relationships between parent and child. In Reading Daughters' Fictions, Caroline Gonda draws on a wide range of novels and non-literary materials from the eighteenth and early nineteenth centuries, in order to examine changing representations of the father-daughter bond. She shows that heroine-centred novels, aimed at a predominantly female readership, had an important part to play in female socialization and the construction of heterosexuality, in which the father-daughter relationship had a central role. Contemporary diatribes against novels claimed that reading fiction produced rebellious daughters, fallen women, and nervous female wrecks. Gonda's study of novels of family life and courtship suggests that, far from corrupting the female reader, such fictions helped to maintain rather than undermine familial and social order.","9780521553957, 0521553954  ","Reading Daughters' Fictions 1709-1834: Novels and Society from Manley to Edgeworth (Cambridge Studies in Romanticism),  (English, Hardcover, Caroline Gonda)"
Austen Jane Austen,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,History  ,"Emma: A Novel, Volume II,  (English, Paperback, Austen Jane Austen)"
Inokuma Tsubasa,"This work describes novel, effective hydrogen-bond (HB) donor catalysts based on a known bifunctional tertiary amine-thiourea, a privileged structure, which has been proven to be one of the most widely used organocatalysts. These HB donor catalysts derived from quinazoline and benzothiadiazine were initially synthesized as novel HB donors with their HB-donating abilities being measured by analytical methods. They were found to be effective for a variety of asymmetric transformations including Michael reactions of a, b-unsaturated imides and hydrazination reactions of 1,3-dicarbonyl compounds. Thiourea catalysts that have an additional functional group are also described. Specifically, thioureas that bear a hydroxyl group were synthesized and subsequently used as novel bifunctional organocatalysts for catalytic, asymmetric Petasis-type reactions involving organoboronic acids as nucleophiles. These addition reactions were difficult to achieve using existing organocatalysts. One of the developed catalytic methods can be applied to the synthesis of biologically interesting peptide-derived compounds possessing unnatural vinyl glycine moieties. These findings introduce new criteria required for the development of organocatalysts for asymmetric reactions, thus making a significant contribution to the field of organocatalysis.",Science  ,"Development of Novel Hydrogen-Bond Donor Catalysts,  (English, Paperback, Inokuma Tsubasa)"
Monica F Cohen Cohen Monica Feinberg,"Questioning the stereotypes associated with Victorian domesticity, Monica F. Cohen offers new readings of narratives by Austen, Charlotte Bronte, Dickens, Eliot, Eden, Gaskell, Oliphant and Reade. Cohen traces ways in which domestic work, often perceived as the most feminine of all activities, gained social credibility through being described in the vocabulary of nineteenth-century professionalism. She shows how women sought identity and privilege within Victorian culture, and revises our understanding of nineteenth-century domestic ideology.","9780521591416, 0521591414  ","Professional Domesticity in the Victorian Novel: Women, Work and Home,  (English, Hardcover, Monica F Cohen Cohen Monica Feinberg)"
Fritz Oswald Bilse,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.","9781171757047, 1171757042  ","Life in a Garrison Town, the Military Novel Suppressed by the German Government,  (English, Paperback, Fritz Oswald Bilse)"
Banerjee Sankha,"When Edmond Dantès is imprisoned for a crime he didn't commit, he vows to escape and destroy those who betrayed him.With his former life a distant memory, revenge drives him forward. Using the fortune left to him by Abbé Faria, he transforms himself into the powerful and enigmatic Count of Monte Cristo, and systematically hunts down the men who put him behind bars.Acting as destiny's agent, Dantès must face not only his enemies, but also the moral dilemmas raised by his ruthless quest for justice. With skill and mercilessness, he manipulates those around him to do his bidding, leaving a trail of social carnage in his wake.Can the man who once had so much to live for, complete his mission and find peace, or will fate thwart his plan at the very last?","9789380028675, 9380028679  ","Count of Monte Cristo,  (English, Paperback, Banerjee Sankha)"
PEGASUS,"This series of Classic Tales contains timeless stories written by renowned authors in simple, lucid style for young readers along with colourful pictures. It not only helps the young readers to enhance their reading capacity but also enables them to know","9788131904527, 8131904520  ","ROBINSON CRUSOE,  (English, Paperback, PEGASUS)"
Oda Eiichiro,"Gorgeous color art from Eiichiro Oda's One Piece! The first three Color Walk art books collected into one beautiful compendium. Color images and special illustrations from the world's most popular manga, One Piece! This compendium features over 300 pages of beautiful color art as well as interviews between the creator and other famous manga artists, including Akira Toriyama, the creator of Dragon Ball. This first volume covers the early parts of the series-from the East Blue arc where the main characters of the Straw Hat pirates first meet, to the Skypiea arc where Luffy and friends face their greatest adventures yet! Deluxe hardcover art book featuring a comprehensive collection of art from the world's best-selling manga with over 430 million copies in print worldwide.",Comics & Graphic Novels  ,"One Piece Color Walk Compendium: East Blue to Skypiea,  (English, Hardcover, Oda Eiichiro)"
