Author,Description,Gener,title
Ibbotson Eva,"Monster Mission by Eva Ibbotson is a fun fantasy adventure full of fantastical creatures and mythical monsters! 'We must kidnap some children,' announced Aunt Etta. 'Young, strong ones. It will be dangerous, but it must be done.' Three children are stolen and taken to a bizarre island, which is home to some extraordinary creatures - including mermaids, selkies and the legendary kraken. The island is the base for a very mysterious mission. But the magical adventure is cut short when the island is suddenly under siege. Can the children save themselves and their new friends? 'Funny, gripping, charming and completely irresistible' Amanda Craig",Juvenile Fiction  ,Monster Mission
Arni Samhita,"The Mahabharatha, a great Indian epic, is a compelling chronicle of ambition and destruction. Samhita Arni's re-telling - written when she was just twelve years old - is bold and unorthodox in its depiction of characters, and in the sharply critical tone it adopts towards the epic's main theme: war. Illustrated with charming and intricate line drawings, this book offers a fresh and accessible perspective on this timeless myth. Originally published in the UK as two separate volumes, the book is now available as single combined edition.",Juvenile Fiction  ,"Mahabharatha, The"
Pegasus,"Alibaba &amp; the Forty Thieves is a classic childrenÃÂÃÂs tale. It is one of the most popular stories of the Arabian Nights and has been widely retold and performed in media mostly for children. This book will be an interesting read for children aged between 4 and 8 years.Summary of the BookThe story revolves around the life of Alibaba and his dangerous encounter with a gang of forty thieves. Alibaba is a modest woodcutter, who comes across a gang of thieves entering their treasure store. The treasure is stored in a cave which is sealed by magic and only opens to the words ÃÂÃÂOpen SesameÃÂÃÂ. Alibaba is thrilled to have found the cave. He enters the cave and brings back a bag full of gold coins. This leads to a sequence of events where the thieves come to know that someone outside their gang is aware of their secret spot. They hunt down Alibaba to kill him. Will Alibaba manage to escape from the sinister thieves?About Pegasus BooksPegasus Books is an independent publishing house publishing books on a broad range of subject areas including history, biography, literary fiction, and noir titles. Some of the books published by them include The Dark Secrets, The Last Cavalier and The Private Diaries of Catherine Deneuve.",Juvenile Fiction  ,Alibaba & the Forty Thieves
Bejan Daruwalla,"This is the complete forecast for the year 2018 with weekly forecasts for Vrishabh (Taurus), important dates, all-inclusive information, world horoscope, plus a range of riveting information from the ace astrologer on the way things will shape up in 2018.Find out what India's most famous astrologer has to say about what the signs foretell in the year ahead",Non-Fiction  ,Aapki Sampurn Bhavishyavani - Vrishabh 
Talim Meena,"Monkey Stories is a collection of the Jataka Tales featuring monkeys. Jataka Tales are Buddhist fables and parables, relating the stories of the BuddhaÃÂÃÂs previous births, both in human and animal form. He is shown to retain his deep wisdom in all these births. The Jataka Tales impart wisdom and philosophy through various interesting tales. This book compiles Jataka Tales featuring monkeys and presents them in comic book format, from Amar Chitra Katha. The monkeys in these tales include one that uses a reed pipe to get water from a lake that is inhabited by a monster, and a monkey king who uses his own body as part of a bridge to help his troop escape slaughter. These and other interesting tales teach wisdom and human values and philosophy.Meena Talim has written the stories for many of Amar Chitra Katha publications, especially pertaining to Buddhist literature and folklore. Other books by Meena Talim include Ashoka, Tanaji, and Vasavadatta.",Juvenile Fiction  ,Monkey Stories
Mr SANJAY KUMAR KARN,HINDI NOVEL FOCUS ON WOMEN ROLE IN SOCIETY,HINDI NOVEL  ,APAVITRA PREMIKA  - hindi novel
William Shakespeare Watts Shakespeare,"Two star-crossed lovers decide to ignore their familiesÃÂÃÂ feud and marry each other. Romeo and Juliet is the Bard of AvonÃÂÃÂs most famous play and the most famous love story ever written.Summary of the BookThe Capulets and the Montagues never seem to get along. Indeed, their incessant squabbles appear to have no end. They will stop at nothing to destroy the other family, and their feud carried over to their children. However, two young members of these families seem to see otherwise. When Romeo Montague sneaks into a ball hosted by the Capulets, he spots the young and beautiful Juliet, falling in love with her at first sight. He is swiftly spotted and he makes a run for it, escaping the Capulets just barely. However, he returns to the house, climbing into the garden near JulietÃÂÃÂs bedroom. He calls out to her and serenades her with his promise of love everlasting from the balcony. Juliet falls to his charisma and honesty, and together, these lovers decide to run away and get married. They approach the Friar Laurence who hopes that their union will end the feud forever, but he fears what will happen if either family discovers their affair before they can tie the knot. This is ShakespeareÃÂÃÂs most famous play.About William ShakespeareWilliam Shakespeare was an English poet, playwright and writer. Best remembered for his plays, he is called England's national poet and the ""Bard of Avon"".Shakespeare's plays have been adapted into several movies, and they are enacted in theatres around the world even to this day, centuries after his death. His works came to the spotlight in the Nineteenth century and he was idolized by the Romantics. A prolific writer and poet, he is also known for his poems, mainly the Sonnets.",Drama  ,Romeo and Juliet
Moore Alan,"Joker is the man whom we all love to hate. His insanity is what makes you wonder whether it is contagious. In Batman : The Killing Joke, the Joker tries to manipulate and push people to the brim in hope that theyÃÂÃÂll turn insane.Summary of the BookJokerÃÂÃÂs insanity has human perseverance are revealed in The Batman : The Killing Joke. Joker believes that any human being when pushed beyond a certain point can go mad, which is what he tries to do with Commissioner Gordon. The joker kidnaps Gordon before which he shoots and paralyzes his daughter Barbara.Joker tries to attack the commissionerÃÂÃÂs mind and drive him to the point of going insane. Gordon doesnÃÂÃÂt fall for JokerÃÂÃÂs plot and maintains his composure with the help ofÃÂ Batman in order to beat the crazy man.About Alan MooreAlan Moore is an English author and is famous for his comic books work. He has penned down books like Alan Moore's Another Suburban Romance, Promethea - Book 02 of the Groundbreaking New Series and The League of Extraordinary Gentlemen Volume III: Century #3 2009.",Comics & Graphic Novels  ,"Batman The Killing Joke, Deluxe Edition"
Rao Shobha,"'A treat for Ferrante fans, exploring the bonds of friendship and how female ambition beats against the strictures of poverty and patriarchal societies' Huffington Post An electrifying debut novel - the story of the unbreakable bond between two girls driven apart, and their journeys across continents to find each other again. Poornima and Savitha, born in poverty, have known little kindness in their lives until they meet as teenagers. When an act of devastating cruelty drives Savitha away, Poornima leaves behind everything she has ever known to find her friend. Alternating between the girls' perspectives as they face apparently insurmountable obstacles on their travels through the darkest corners of India's underworld and across an ocean, Girls Burn Brighter introduces two heroines who refuse to lose the hope that burns within.",Fiction  ,Girls Burn Brighter - A Novel
Thackeray William Makepeace,"The quintessential satire of life in early nineteenth-century Britain, Vanity Fair is a panoramic tour of English social strata, charting the rise and fall of the opportunistic Becky Sharp. Rejected by several publishers before finding a place with Bradbury and Evans, this 'novel without a hero' first appeared as a popular serial. The twenty parts were finally printed together in 1848, incorporating the author's own illustrations. Although William Makepeace Thackeray (1811-63) was not a debut author, this was the first of his works to bear his name on the title page; the vast scope of the novel gained him immediate critical acclaim, though reviewers often expressed misgivings about the dark portrayal of human nature. In response, Thackeray wrote that 'we are for the most part an abominably foolish and selfish people ... I want to leave everybody dissatisfied and unhappy at the end of the story.'",Literary Criticism  ,Cambridge Library Collection - Fiction and Poetry: Vanity Fair: A Novel without a Hero
Caton L.,"Using romantic theories, Caton analyzes America's contemporary novel. Organized through the two sections of ""Theory"" and ""Practice,"" Reading American Novels and Multicultural Aesthetics begins with a study of aesthetic form only to have it reveal the content of politics and history. This presentation immediately offers a unified platform for an interchange between multiple cultural and aesthetic positions. Romantic theory provides for an integrated examination of diversity, one that metaphorically fosters a solid, inclusive, and democratic legitimacy for intercultural communication. This politically astute cosmopolitan appreciation will generate an intriguing ""cross-over"" audience: from ethnic studies to American studies and from literary studies to romantic studies, this book will interest a range of readers.",Literary Criticism  ,Reading American Novels and Multicultural Aesthetics
Herge,"HergÃÂÃÂ©ÃÂÃÂs Tintin and the Secret of the Unicorn is the 11th volume in the graphic novel series starring the Belgian journalist and his friends.Summary of the BookTintin buys an old model ship to gift to his friend Captain Haddock. He runs into two strangers, the model ship collector Ivan Ivanovitch Sakharine and a mysterious figure known as Barnaby, who try to convince him to sell it to them. Tintin refuses and returns home. He gifts it to Haddock the next day, who makes a startling admission. The ship is a model of the Unicorn, a 17th-century warship captained by his ancestor, Sir Francis Haddock. Tintin soon discovers that the model is linked to a centuries-old search for the treasure of the infamous pirate Red Rackham. Tintin and Haddock decide to look for the treasure, but to do so they will need to find two other models of the ship, one of which lies in the hands of an unscrupulous pair of antique dealers known as the Bird Brothers. If Tintin and Haddock donÃÂÃÂt stay low, they will soon be marked for death.About HergÃÂÃÂ©HergÃÂÃÂ©, or Georges Prosper Remi, was a Belgian cartoonist best associated with his Tintin series. Among his other works are Quick &amp; Flupke and Jo, Zette and Jocko. His artistic style is an example of the distinct ligneÃÂ claire style.The above title was adapted into a motion-capture film entitled The Adventures of Tintin: The Secret of the Unicorn directed by Steven Spielberg and produced by Peter Jackson.",Juvenile Fiction  ,The Secret of the Unicorn
Ato Quayson,The Cambridge Companion to the Postcolonial Novel,Academic and Professional  ,The Cambridge Companion to the Postcolonial Novel
Geoff Johns Andy Kubert,"Not a dream, not an imaginary story, not an elseworld. This is Flash Fact: When Barry Allen wakes at his desk, he discovers the world has changed. Family is alive, loved ones are strangers, and close friends are different, gone or worse. It's a world on the brink of a cataclysmic war - but where are Earth's Greatest Heroes to stop it? It's a place where America's last hope is Cyborg, who hopes to gather the forces of The Outsider, The Secret 7, S!H!A!Z!A!M!, Citizen Cold and other new and familiar-yetaltered faces! It's a world that could be running out of time, if The Flash can't find the villain who altered the time line! From the Hardcover edition.",Comics & Graphic Novels  ,Flashpoint
Arbuckle Wendall S.,"Ice cream, favorite food of millions. Rich and creamy, sweet and flavorful, pleasing to the palate and the eyes. How rewarding it is to learn about and write about ice cream. The many forms and flavors of these dispersions of tiny air bubbles, ice crystals, fat globules and casein micelles in thick, sweet-flavored syrup have the potential to provide the human sensory receptors with the highest levels of enjoyment. The study of the creation, production, and distribu- tion of ice cream is important to many people. This is why my forebears, Professors W. S. Arbuckle and J. H. Frandsen, wrote the earlier editions of Ice Cream. I am most pleased to have the opportunity to write the fifth edition. It is a complete revision of previous editions. Emphases have been placed on newest technologies and developments in science that affect the ice cream industry. Additionally, many changes took place in the realm of governmental control since the last edition, and these changes have been put in perspective for the reader. The contributions of the previous authors continue to play an important role in the organization and content of the book. However, with technology continuously moving forward and in the interest of clarity and brevity, I have elected to omit many of the older references from the book and suggest that those who wish to search the older literature consult a copy of the earlier editions.",Technology & Engineering  ,Ice Cream
Grunert Klaus Gunter,"Innovation in new product development is a key factor in determining the success of a food company yet the area is fraught with risk, with failure rates in excess of 90% being common. Using a series of 12 European cases studies, this book examines the innovation process from agriculture through to retailer. Each example highlights a different aspect of innovation, and the lessons that can be learned from experience. It considers the important role that marketing as well as technical aspects play in the process.",Technology & Engineering  ,Products and Process Innovation in the Food Industry
Fernandes Luis,"Jataka Tales - Stories Of Wisdom, written by Luis M. Fernandes, is a story book on traditional Jataka tales. Jataka literature is filled with stories about Lord BuddhaÃÂÃÂs previous births and they are popular across India and other Southeast Asian countries where Buddhism is prevalent. The Jataka stories are generally about common people, simple things in life, villages, and travellers, and they are full of wisdom and morality. This volume is a compilation of several Jataka tales by Fernandes, and each story can teach us something about how to live a virtuous life. This enlightening book is ideal for children, as the author is able to narrate the stories in simple and clear language.Luis M Fernandes is a well-known Indian author writing books on Indian folk stories and the glorious Indian history. He has authored books like The Historic City Of Delhi, The Miraculous Conch, Hanuman To The Rescue, Manduka- The Accidental Astrologer, The Prince And The Magician, Crows And Owls, The Golden Mongoose, Jataka Tales: The Giant and The Dwarf, Jataka Tales: Tales of Misers, and The Fearless Boy.",Juvenile Nonfiction  ,Stories of Wisdom
Riordan Rick,"CARTER AND SADIE KANE, descendants of the magical House of Life, are in pretty big trouble. Despite their bravest efforts, Apophis, the giant snake of Chaos, is still threatening to plunge the world into eternal darkness. Now the Kanes must do something no magician has ever managed - defeat Apophis himself. No pressure there then. Battling against the forces of Chaos, their only hope is an ancient spell - but the magic has been lost for a millennia. Will they find the serpent's shadow, or will they be led to their deaths in the depths of the Underworld?",Juvenile Fiction  ,The Serpent's Shadow: The Graphic Novel 
Bonnet Rosalinde,"This is a warmly illustrated picture book of favourite nursery rhymes. Boys and girls will love to read and hear these classic nursery rhymes, including Humpty Dumpty, Little Jack Horner, Mary, Mary, Quite Contrary and Baa, Baa Black Sheep. Strong tabs allow rhymes to be located quickly and easily, making the book look and feel even more luxurious.",Juvenile Fiction  ,The Usborne Nursery Rhyme Picture Book
Winnifrith Tom,Tom Winnifrith examines how the great nineteenth-century novelists managed to say something new and important about sexual behaviour in spite of rules which dictated that the recording of this behaviour should combine the utmost discretion and deep disapproval. On the surface their fallen heroines seem to suffer the conventional cruel fate of the erring female: death or Australia or both. Tom Winnifrith examines ways in which the great novelists continued to portray the complexities underlying the simple division of women into angels and whores.,Social Science  ,Fallen Women in the Nineteenth-Century Novel
One,"Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem-he just can't seem to find an opponent strong enough to take on!",Comics & Graphic Novels  ,"One-Punch Man, Vol. 12"
Axelrod Mark,"The Poetics of Novels deals with the fundamentals of novel-writing and the execution of such, and though it engages specific notions of literary and cultural theory, it privileges the architectonics of the texts themselves as it crosses boundaries of both time and culture. Novels include: Austen's Northanger Abbey , Beckett's Company , Bronte's Wuthering Heights , Cervantes' Don Quixote , Flaubert's Madame Bovary , Hamsun's Hunger , Hardy's Tess of the D'Urbervilles , Lispector's Hour of the Star and Smart's By Grand Central Station I Sat Down and Wept .",Fiction  ,The Poetics of Novels
McCracken Ellen,"Part of a new phase of post-1960s U.S. Latino literature, The Brief Wondrous Life of Oscar Wao by Junot Diaz and Caramelo by Sandra Cisneros both engage in unique networks of paratexts that center on the performance of latinidad. Here, Ellen McCracken re-envisions Gerard Genette's paratexts for the present day, arguing that the Internet increases the range, authorship, and reach of the paratextual portals and that they constitute a key element of the creative process of Latino literary production in 21st century America. This smart and useful book examines how both novelists interact with the interplay of populist and hegemonic multiculturalism and allows new points of entry into these novels.",Social Science  ,Paratexts and Performance in the Novels of Junot Diaz and Sandra Cisneros
Kusaka Hidenori,"Awesome adventures inspired by the best-selling Pokemon X and Y video games! All your favorite Pokemon game characters jump out of the screen into the pages of this action-packed manga! Team Flare uses mind control to force the Vaniville townspeople to transport a huge tree containing Legendary Pokemon Xerneas to help them complete their ultimate weapon! Can X and his friends stop them and rescue Y's mother from their clutches...? Luckily Trainers Gurkinn, Korrina and Diantha arrive to help-each with a Mega-Evolving Pokemon! Who will be the latest addition to X's Pokemon team...?",Juvenile Fiction  ,"Pokemon X*Y, Vol. 6"
Kubo Tite,"Ichigo has been hoping to put off dealing with his inner Hollow until after the Arrancar are dealt with. But it becomes horribly clear that he has no chance against Aizen's new army if he doesn't get his Hollow in line. Luckily, he's met a group of ex-Soul Reapers called the Visored, who have harnessed their own Hollows. But can Ichigo really trust his new teachers?!",Comics & Graphic Novels  ,"Bleach , Vol. 9"
Souleimanov Emil,"Drawing on unique first-hand data from Russia's North Caucasus, this study is the first of its kind to detail the causes and contexts of individual disengagement of various types of militants: avengers, nationalists, and jihadists. It aims to considerably enhance our theoretical understanding of individual militants' incentives to abandon violence.",Political Science  ,"The Individual Disengagement of Avengers, Nationalists, and Jihadists"
Herge,"Tintin: The Black Island follows Tintin and Snowy to England, where they discover that a doctor is behind a money counterfeiting business. This exciting adventure will keep readers glued to this comic book.Summary Of The BookTintin: The Black Island is the seventh story in The Adventures of Tintin comic series.In Tintin: The Black Island, the protagonist sees that an unregistered plane has made an emergency landing in the Belgian countryside. He rushes over to help, but is then shot by the pilot. Later Tintin gets to know that an unregistered plane has crashed in Sussex, England. As his detective instincts kick in, he plans to go to England to investigate. While at the Brussels' railway station, two men frame him for theft and get him arrested. However, Tintin escapes and reaches England. Unfortunately, he gets kidnapped by the same two men whom he had met at the train station. They tell him to jump off a cliff, but SnowyÃÂÃÂs quick thinking saves the young Belgian.Tintin finds the site of the plane crash, and learns about Dr. J. W. MÃÂÃÂ¼ller, who tortures people inside of his mental institution. Tintin figures out that the evil doctor is the head of a gang of money counterfeiters. The printing press that is used to create false notes is hidden on the Black Island, which is located near Scotland. The locals tell Tintin that the island is haunted by a beast who kills human beings. However, that doesnÃÂÃÂt stop the young detective from going to Black Island. What will Tintin do next? What is this beast that the locals speak of? Will Tintin be able to put a stop to the nefarious activities of the evil doctor?Tintin: The Black Island was published in 1938 in black-and-white installments in Le Petit VingtiÃÂÃÂ¨me. It was then converted into a coloured book, and was released in 1943. This edition of Tintin: The Black Island contains a guide, and extra facts for its readers.About HergÃÂÃÂ©Georges Prosper Remi, was a Belgian cartoonist and is known by his pen name HergÃÂÃÂ©.He has authored series like Quick &amp; Flupke, and Jo, Zette and Jocko. His most famous work is The Adventures of Tintin series, which contains stories like The Broken Ear, The Shooting Star, and The Blue Lotus.HergÃÂÃÂ© took up a job at Le XXe SiÃÂÃÂ¨cle, a Catholic newspaper, in 1925. He had also enlisted in the military, and was assigned to the Dailly barracks at Schaerbeek in 1926. HergÃÂÃÂ© later joined the same newspaper as a cartoonist and photographic reporter. The first Tintin story, Tintin in the Land of the Soviets, was published in 1929. The cartoonist opened up HergÃÂÃÂ© Studios in 1950, and was its artistic director till his death in 1983. An asteroid has also been named after him, and a museum dedicated Tintin and his creator was opened in Louvain-La-Neuve in 2009.",Juvenile Fiction  ,The Black Island
Vlock Deborah,"Dickens' novels, like those of his contemporaries, are more explicitly indebted to the theatre than scholars have supposed: his stories and characters were often already public property by the time they were published, circulating as part of a current theatrical repertoire well known to many Victorian readers. In this 1998 study, Deborah Vlock argues that novels - and novel-readers - were in effect created by the popular theatre in the nineteenth century, and that the possibility of reading and writing narrative was conditioned by the culture of the stage. Vlock resuscitates the long-dead voices of Dickens' theatrical sources, which now only tentatively inhabit reviews, scripts, fiction and non-fiction narratives, but which were everywhere in Dickens' time: voices of noted actors and actresses and of popular theatrical characters. She uncovers unexpected precursors for some popular Dickensian characters, and reconstructs the conditions in which Dickens' novels were initially received.",Literary Criticism  ,"Cambridge Studies in Nineteenth-Century Literature and Culture: Dickens, Novel Reading, and the Victorian Popular Theatre Series Number 19"
Shahzad Sohail Anjum,"In his thesis, Sohail Shahzad carefully investigates carbon nucleophiles in selenocyclisations, as well as reaction protocols for performing such reactions catalytically. After a comprehensive introduction to the element selenium, the author goes on to report the synthesis of several substrates for carbocyclisation reactions and the use of selenium reagents for the preparation of dihydronaphthalenes. Further chapters detail electrophilic selenium-mediated reactions, and novel strategies using selenium catalysts together with stoichiometric amounts of hypervalent iodine reagents as oxidants to convert stilbene carbosylic acids into the corresponding isocoumarins. This thesis outlines some excellent new synthetic routes which will be useful tools for synthetic organic chemistry in the future.",Science  ,Novel Selenium-Mediated Rearrangements and Cyclisations
Don Winslow,"From the New York Times bestselling author of The Cartel winner of the Ian Fleming Steel Dagger Award for Best Thriller of the Year comes The Force, a cinematic epic as explosive, powerful, and unforgettable as The Wire.Detective sergeant Denny Malone leads an elite unit to fight gangs, drugs and guns in New York. For eighteen years he's been on the front lines, doing whatever it takes to survive in a city built by ambition and corruption, where no one is clean.What only a few know is that Denny Malone himself is dirty: he and his partners have stolen millions of dollars in drugs and cash. Now he's caught in a trap and being squeezed by the Feds, and he must walk a thin line of betrayal, while the city teeters on the brink of a racial conflagration that could destroy them all.Don Winslow's latest novel is a haunting story of greed and violence, inequality and race, and a searing portrait of a city on the edge of an abyss. Full of shocking twists, this is a morally complex and riveting dissection of the controversial issues confronting society today.",Fiction  ,The Force - Good Cop or Bad Cop? We're All Corrupt. Just In Our Own Ways...
DK Publishing,Each book is highly illustrative with recognizable Chhota Bheem characters. The subject both educates and entertains. The book contains narrative spreads that tell the story and feature pages that pique the child's curiosity. There is a note to parents and teachers at the end of the book that explains the significanceof the series. This book introduces children to wild animals that are caredfor in a zoo.,Comics & Graphic Novels  ,Bheem goes to the Zoo
Samuels Shirley,"Reading the American Novel 1780-1865 provides valuable insights into the evolution and diversity of fictional genres produced in the United States from the late 18th century until the Civil War, and helps introductory students to interpret and understand the fiction from this popular period. * Offers an overview of early fictional genres and introduces ways to interpret them today * Features in depth examinations of specific novels * Explores the social and historical contexts of the time to help the readers understanding of the stories * Explores questions of identity - about the novel, its 19th-century readers, and the emerging structure of the United States - as an important backdrop to understanding American fiction * Profiles the major authors, including Louisa May Alcott, Charles Brockden Brown, James Fenimore Cooper, Nathaniel Hawthorne, Herman Melville, Harriet Beecher Stowe, alongside less familiar writers such as Fanny Fern, Caroline Kirkland, George Lippard, Catharine Sedgwick, and E. D. E. N. Southworth * Selected by Choice as a 2013 Outstanding Academic Title",Literary Criticism  ,Reading the American Novel 1780 - 1865
Korzun Dmitry,"The Internet of Things has become a major influence on the development of new technologies and innovations. When combined with smart services, the end-user experience can be significantly enhanced. Novel Design and the Applications of Smart-M3 Platforms in the Internet of Things: Emerging Research and Opportunities provides an innovative outlook on the development of open source technology for the creation of smart spaces and services. Including a range of relevant topics such as interoperability, system architecture, and information processing, this book is an ideal reference source for academics, researchers, graduate students, and practitioners interested in the latest advancements in the Internet of things.",Computers  ,Novel Design and the Applications of Smart-M3 Platforms in the Internet of Things
Hashimi Nadia,"A vivid, unforgettable story of an unlikely sisterhood-an emotionally powerful and haunting tale of friendship that illuminates the plight of women in a traditional culture-from the author of the bestselling The Pearl That Broke Its Shell and When the Moon Is Low. For two decades, Zeba was a loving wife, a patient mother, and a peaceful villager. But her quiet life is shattered when her husband, Kamal, is found brutally murdered with a hatchet in the courtyard of their home. Nearly catatonic with shock, Zeba is unable to account for her whereabouts at the time of his death. Her children swear their mother could not have committed such a heinous act. Kamal's family is sure she did, and demands justice. Barely escaping a vengeful mob, Zeba is arrested and jailed.As Zeba awaits trial, she meets a group of women whose own misfortunes have also led them to these bleak cells: thirty-year-old Nafisa, imprisoned to protect her from an honor killing; twenty-five-year-old Latifa, who ran away from home with her teenage sister but now stays in the prison because it is safe shelter; and nineteen-year-old Mezhgan, pregnant and unmarried, waiting for her lover's family to ask for her hand in marriage. Is Zeba a cold-blooded killer, these young women wonder, or has she been imprisoned, as they have been, for breaking some social rule? For these women, the prison is both a haven and a punishment. Removed from the harsh and unforgiving world outside, they form a lively and indelible sisterhood. Into this closed world comes Yusuf, Zeba's Afghan-born, American-raised lawyer, whose commitment to human rights and desire to help his motherland have brought him back. With the fate of this seemingly ordinary housewife in his hands, Yusuf discovers that, like Afghanistan itself, his client may not be at all what he imagines. A moving look at the lives of modern Afghan women, A House Without Windows is astonishing, frightening, and triumphant.",Fiction  ,A House Without Windows - A Novel
Kubo Tite,"Ichigo Kurosaki never asked for the ability to see ghosts - he was born with the gift. When his family is attacked by a Hollow - a malevolent lost soul - Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo's Bleach has become an international manga smash-hit! Contains volumes 1-21 and an exclusive double-sided poster and character book!",Comics & Graphic Novels  ,Bleach Box Set 1
Sujit Saraf,"It is the year 1899. In the northwestern corner of British India, the Chhappaniya famine stalks the desert region of Shekhavati. A despairing shopkeeper turns to his young son and says, 'This land has nothing to offer us but sand dunes and khejra bushes.' Soon after, twelve-year-old Harilal Tibrewal, recently married to eleven-year-old Parmeshwari, sets off, alone, for the densely populated plains of Bengal in eastern India - travelling on camelback and by bus, train and boat to arrive in Calcutta, two thousand kilometres away...In his new novel, Sujit Saraf takes readers on an epic journey from Shekhavati in Rajasthan to the Calcutta of the early twentieth century, to Bogra in East Bengal and to a village in Bihar in newly independent India. A sprawling, compulsively readable narrative, it follows the story of Harilal as he sets up Harilal &amp; Sons, a shop selling jute, cotton, spices, rice, cigarettes and soap, that grows into a large enterprise. It is also the sweeping tale of his two wives and ever-burgeoning family of sons, daughters, grandchildren, great-grandchildren and great-great-grandchildren-the two strands of family and business inextricably fused because a MarwariÃÂÃÂs life is defined by what he 'deals in'. The novel ends in 1972, as eighty-five-year-old Hari lies dying in the great mansion that he built but never actually lived in. Surrounded by his vast family he wonders why he is still so attached to them. Why has he not reached the third stage in life, the stage of detachment, that his schoolmaster had said he would?Spanning seven decades of an era that saw great tumult in India and Bangladesh, Harilal &amp; Sons is a wonderfully evocative, powerful and capacious narrative-overflowing with a profusion of characters, events and places-contained within the singular life of one man who 'dealt in jute and grain'.",Literature & Fiction  ,Harilal and Sons - A Novel
Miller Frank,"One of the most highly anticipated sequels of all-time is finally here in BATMAN: THE DARK KNIGHT: MASTER RACE! In 1986, Frank Miller introduced his iconic take on Batman and changed the face of comics forever. Now, three decades after BATMAN: THE DARK KNIGHT RETURNS, Miller himself has returned with a third chapter to his groundbreaking saga. It's been three years since the Batman defeated Lex Luthor and saved the world from tyranny. Three years since anyone has seen Gotham City's guardian alive. Wonder Woman, Queen of the Amazons...Hal Jordan, the Green Lantern...Superman, the Man of Steel...all of the Dark Knight's allies have retreated from the front lines of the war against injustice. But now a new war is beginning. An army of unimaginable power led by Superman's own daughter is preparing to claim Earth as their new world. The only force that can stop this master race--Batman--is dead. Long live the new Batman... Collecting the full nine-issue miniseries and its mini-comic tie-in issues, BATMAN: THE DARK KNIGHT: MASTER RACE features incredible artwork from comics icon Andy Kubert (FLASHPOINT), as well as Klaus Janson (THE DARK KNIGHT RETURNS), John Romita Jr. (ALL-STAR BATMAN), Eduardo Risso (100 BULLETS) and Frank Miller himself!",Comics & Graphic Novels  ,Batman: The Dark Knight
Prans,"They say - smaller the trouble, the better it is. This applies appropriately to PINKI, the five-year-old little girl, who is often seen carrying her pet Kut-Kut, the squirrel. This strip was created by cartoonist Pran in 1978. The series became a tremendous hit in short period. . . Many manufactures have used this character on their children goods to promote the sales. The whole neighbourhood of Pinki is scared of menace of her doings. She wants to help uncle Jhapatji busy painting the furniture. """"If you want to help me, go away!"""" He screams. Other characters in the series are, Champu, Bhiku, Didi, Principal Tasmut, PINKI'S parent and grand parents.""",Comics & Graphic Novels  ,Pinki Digest-1
Oda Eiichiro,"Avalanche! Luffy and Sanji surf a tree down a mountain on a fast-moving wave of snow and just avoid being buried alive. But then the demented King Wapol suddenly appears and orders Luffy and Sanji's deaths. With no time to lose, Luffy evades their attacks. Then, out of the blue, an unlikely friend comes to his rescue! A friend who was just trying to kill him only hours before!",Comics & Graphic Novels  ,"One Piece, Vol. 16"
Goscinny Rene,"Obelix falls in love! But the girl of his dreams is in love with another, who is imprisoned in North Africa while on an expedition in the Roman Army. Can Asterix and Obelix find him and return him to her arms? Find out in Asterix the Legionary, the 10th book in the hilarious graphic novel series.Summary of the BookAh, Love! It is such an irresistible force. Especially when it hits something as immovable as Obelix the Gaul. Poor ObelixÃÂÃÂs superhuman body canÃÂÃÂt resist love, especially when itÃÂÃÂs in full bloom. When the beautiful Panacea returns to the little Gaulish village that refuses to lay down its arms on old Julius CaesarÃÂÃÂs feet, sheÃÂÃÂs winning everyoneÃÂÃÂs hearts. Especially that of the well-fed and completely-not-obese Obelix who looks absolutely slim in his vertical stripes trousers. However, PanaceaÃÂÃÂs heart belongs to another: the brave and dashing Tragicomix. Obelix is heart-broken, which is saying something for a magic potion-emboldened heart. However, he has little time to let this go to his head, because Tragicomix is trapped in Africa, along with other Roman conscripts in his cohort. Someone needs to go to Africa and get him back. But thereÃÂÃÂs only one way to get to Africa safely: by sea. And the only ships that travel that far are Roman vessels, and the only ones who can board them are legionaries. Thankfully, ObelixÃÂÃÂs friend Asterix has a plan. And naturally, it is a crazy one.",Comics & Graphic Novels  ,Asterix: Asterix The Legionary
